地方政府回应数(Y),微博投诉@数(X),@回应比例,地方政府回应的投诉发帖数,投诉发帖数,投诉回应比例,污染所在地区(S),人均国内生产总值(PGDP),企业状态,登记注册类型,企业规模,行业类别代码,行业类别名称,工业总产值当年价格万元,年正常生产时间小时,政府部门,政府部门级别,行政区划,企业名称,法人编号,污染所在地,行政编号,总转发量(Forward_all),总评论量(Comment_all),总点赞量(Praise_all),平均转发量(Forward),平均评论量(Comment),平均点赞量(Praise),中央/上级政府关注(Position),森林覆盖率(Forest),工业发电量(Industry),年份(year),平均回应时间/秒(Diff)
0,6,0.0,0.0,6.0,0.0,1,73002.05,,,,4411,火力发电,,,绍兴-环保,市,浙江省绍兴市,绍兴市中环再生能源发展,78293080X,浙江省,330000,3,4,0,0.5,0.6667,0.0,0.0,59.07,3197.66,2014,0
0,1,0.0,0.0,1.0,0.0,1,81874.42,,,,2621,氮肥制造,,,扬州环保,市,江苏省扬州市,姜堰市化肥,704009513,江苏省,321284,0,0,0,0.0,0.0,0.0,0.0,15.8,4709.37,2014,0
0,4,0.0,0.0,2.0,0.0,0,27263.63,,,,3216,铝冶炼,,,贵州环保365,省,贵州省,云南铝业股份,21658149X,云南省,530121,3,8,0,1.5,4.0,0.0,0.0,50.03,2692.54,2014,0
0,4,0.0,0.0,2.0,0.0,1,60879.1,,,,3041,平板玻璃制造,,,山东环境,省,山东省,山东金晶科技股份,265127242,山东省,370000,0,2,0,0.0,1.0,0.0,0.0,16.73,5329.27,2014,0
0,3,0.0,0.0,1.0,0.0,0,46928.59,,,,2520,炼焦,,,陕西环保,省,陕西省,神木县顺德煤化工,677922285,陕西省,610821,0,1,0,0.0,1.0,0.0,0.0,41.42,1757.41,2014,0
0,2,0.0,0.0,1.0,0.0,1,60879.1,,,,4411,火力发电,,,山东环境,省,山东省,华电淄博热电,734704736,山东省,370303,0,1,0,0.0,1.0,0.0,0.0,16.73,5329.27,2014,0
0,1,0.0,0.0,1.0,0.0,1,81874.42,,,,2221,机制纸及纸板制造,,,江苏环保,省,江苏省,镇江大东纸业,608832649,江苏省,320000,1,1,0,1.0,1.0,0.0,0.0,15.8,4709.37,2014,0
0,5,0.0,0.0,3.0,0.0,1,73002.05,,,,4411,火力发电,,,浙江环保,省,浙江省,国电浙江北仑第一发电,720083393,浙江省,330206,1,3,0,0.3333,1.0,0.0,0.0,59.07,3197.66,2014,0
0,3,0.0,0.0,2.0,0.0,1,60879.1,,,,4411,火力发电,,,环保东营,市,山东省东营市,东营市西水集团热电,726687745,山东省,370523,0,1,0,0.0,0.5,0.0,0.0,16.73,5329.27,2014,0
0,15,0.0,0.0,7.0,0.0,0,86482,,,,2520,炼焦,,,榆林市环境保护局,市,榆林市,神木县恒东煤化工,677910532,陕西省,610821,9,13,1,1.2857,1.8571,0.1429,0.0,41.42,1757.41,2014,0
0,2,0.0,0.0,1.0,0.0,1,60879.1,,,,4411,火力发电,,,山东环境,省,山东省,临清运河热电,73371768215,山东省,371581,5,3,0,5.0,3.0,0.0,0.0,16.73,5329.27,2014,0
0,3,0.0,0.0,2.0,0.0,1,57655,,,,3110,炼铁,,,徐州环保,市,徐州市,圣戈班（徐州）管道,136371652,江苏省,320106,2,6,2,1.0,3.0,1.0,0.0,15.8,4709.37,2014,0
0,10,0.0,0.0,5.0,0.0,1,73002.05,,,,4411,火力发电,,,衢州-环保,市,浙江省衢州市,浙江龙游恒盛热力,79859906600,浙江省,330825,7,13,2,1.4,2.6,0.4,0.0,59.07,3197.66,2014,0
0,6,0.0,0.0,1.0,0.0,1,60879.1,,,,4411,火力发电,,,市北环保,县,山东省青岛市,青岛后海热电,743959706,山东省,370213,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2014,0
1,1,1.0,1.0,1.0,1.0,0,26437,,,,4411,火力发电,,,刘帅168,省,湖南省,贵州华电大龙发电,755364662,贵州省,520000,2,1,0,2.0,1.0,0.0,0.0,37.09,1903.99,2014,10266.0
0,6,0.0,0.0,3.0,0.0,0,27263.63,,,,3011,水泥制造,,,昆明市环保局,市,云南省昆明市,宜良红狮水泥,668256743,云南省,530125,7,7,1,2.3333,2.3333,0.3333,0.0,50.03,2692.54,2014,0
4,14,0.2857,4.0,7.0,0.5714,1,60879.1,,,,3041,平板玻璃制造,,,德州环境,市,山东省德州市,德州晶华集团振华,167277634,山东省,371402,32,31,0,4.5714,4.4286,0.0,0.0,16.73,5329.27,2014,445415.25
2,15,0.1333,2.0,6.0,0.3333,1,73002.05,,,,2221,机制纸及纸板制造,,,浙江环保,省,浙江省,台州森林造纸,704733827,浙江省,331081,5,11,0,0.8333,1.8333,0.0,0.0,59.07,3197.66,2014,86197.5
0,7,0.0,0.0,5.0,0.0,1,73002.05,,,,4411,火力发电,,,杭州环保,市,浙江省杭州市,杭州锦江绿色能源,720098923,浙江省,330110,8,5,0,1.6,1.0,0.0,0.0,59.07,3197.66,2014,0
0,1,0.0,0.0,1.0,0.0,1,73002.05,,,,4411,火力发电,,,浙江环保,省,浙江省,浙江春晖环保能源,769618336,浙江省,330000,0,1,0,0.0,1.0,0.0,0.0,59.07,3197.66,2014,0
0,4,0.0,0.0,2.0,0.0,1,60879.1,,,,3110,炼铁,,,兰陵环境,县,山东省临沂市兰陵县,山东球墨铸铁管,614072500,山东省,370112,2,22,1,1.0,11.0,0.5,0.0,16.73,5329.27,2014,0
0,2,0.0,0.0,2.0,0.0,1,98362,,,,4411,火力发电,,,宁波市环境保护局,市,宁波市,舟山旺能环保能源,676150877,浙江省,330902,0,0,0,0.0,0.0,0.0,0.0,59.07,3197.66,2014,0
0,6,0.0,0.0,3.0,0.0,1,60879.1,,,,1392,豆制品制造,,,山东环境,省,山东省,谷神生物科技集团,723850818,山东省,371421,10,5,0,3.3333,1.6667,0.0,0.0,16.73,5329.27,2014,0
0,4,0.0,0.0,2.0,0.0,0,27263.63,,,,3011,水泥制造,,,贵州环保365,省,贵州省,宜良红狮水泥,668256743,云南省,530125,5,4,0,2.5,2.0,0.0,0.0,50.03,2692.54,2014,0
3,6,0.5,3.0,3.0,1.0,0,34424.61,,,,1713,棉印染精加工,,,江苏环保,省,江苏省,芜湖富春染织,740870490,安徽省,340000,27,561,0,9.0,187.0,0.0,0.0,27.53,2252.69,2014,10327304.3333
0,1,0.0,0.0,1.0,0.0,1,60879.1,,,,4411,火力发电,,,威海环境,市,山东省威海市,荣成邱家水产,706084568,山东省,371082,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2014,0
0,4,0.0,0.0,2.0,0.0,1,66917,,,,3011,水泥制造,,,湖州环保,市,湖州市,湖州南方水泥,753972859,浙江省,330522,0,2,0,0.0,1.0,0.0,0.0,59.07,3197.66,2014,0
0,4,0.0,0.0,4.0,0.0,1,97370,,,,4411,火力发电,,,上海环境,省,上海省上海市,华能上海石洞口第二电厂,X07283576,上海市,310113,0,2,0,0.0,0.5,0.0,0.0,10.74,807.29,2014,0
0,6,0.0,0.0,5.0,0.0,1,73002.05,,,,4411,火力发电,,,浙江环保,省,浙江省,浙江浙能长兴发电,730338054,浙江省,330522,2,4,0,0.4,0.8,0.0,0.0,59.07,3197.66,2014,0
2,6,0.3333,2.0,3.0,0.6667,0,77730,,,,4411,火力发电,,,新余市环保,市,新余市,江西大唐国际新余发电,159872513,江西省,360502,1,31,0,0.3333,10.3333,0.0,0.0,60.01,1085.35,2014,207957.5
0,1,0.0,0.0,1.0,0.0,0,47850,,,,4411,火力发电,,,重庆环保,省,重庆省重庆市,攀钢集团重庆钛业,621901522,重庆市,500113,4,0,0,4.0,0.0,0.0,0.0,38.43,701.19,2014,0
0,6,0.0,0.0,4.0,0.0,1,81874.42,,,,2612,无机碱制造,,,江苏环保,省,江苏省,新浦化学（泰兴）,608784747,江苏省,321283,2,4,1,0.5,1.0,0.25,0.0,15.8,4709.37,2014,0
0,3,0.0,0.0,2.0,0.0,1,81874.42,,,,4411,火力发电,,,江苏环保,省,江苏省,江苏晋煤恒盛化工,72799653101,江苏省,320381,5,2,0,2.5,1.0,0.0,0.0,15.8,4709.37,2014,0
19,33,0.5758,18.0,18.0,1.0,1,81874.42,,,,2613,无机盐制造,,,淮安环保,市,江苏省淮安市,江苏瑞洪盐业,788866546,江苏省,320829,169,81,16,9.3889,4.5,0.8889,0.8333,15.8,4709.37,2014,771670.4444
0,1,0.0,0.0,1.0,0.0,1,44277,,,,4411,火力发电,,,港城环保,市,连云港市,江苏新海发电,138966676,江苏省,320706,0,5,0,0.0,5.0,0.0,0.0,15.8,4709.37,2014,0
0,1,0.0,0.0,1.0,0.0,1,39984.28,,,,3130,黑色金属铸造,,,唐山市环境保护局,市,河北省唐山市,迁安市成达精密铸造,798418560,河北省,130283,0,1,0,0.0,1.0,0.0,0.0,23.41,2630.59,2014,0
0,2,0.0,0.0,1.0,0.0,1,73002.05,,,,2221,机制纸及纸板制造,,,浙江环保,省,浙江省,民丰特种纸股份,710959275,浙江省,330402,3,4,0,3.0,4.0,0.0,0.0,59.07,3197.66,2014,0
2,2,1.0,1.0,1.0,1.0,1,60879.1,,,,2621,氮肥制造,,,山东环境,省,山东省,山东晋煤日月化工,16344650900,山东省,370181,32,10,2,32.0,10.0,2.0,0.0,16.73,5329.27,2014,8481.0
7,15,0.4667,6.0,6.0,1.0,1,60879.1,,,,4411,火力发电,,,山东环境,省,山东省,华能临沂发电,168271787,山东省,371311,1,60,0,0.1667,10.0,0.0,0.0,16.73,5329.27,2014,1299702.6667
1,1,1.0,1.0,1.0,1.0,1,73002.05,,,,4411,火力发电,,,浙江环保,省,浙江省,浙江虎霸集团江山石煤综合利用热电,704635362,浙江省,330881,3,5,0,3.0,5.0,0.0,0.0,59.07,3197.66,2014,62851.0
0,4,0.0,0.0,2.0,0.0,1,60879.1,,,,4411,火力发电,,,环保东营,市,山东省东营市,山东华泰热力,75445851X,山东省,370523,5,4,0,2.5,2.0,0.0,0.0,16.73,5329.27,2014,0
3,13,0.2308,2.0,8.0,0.25,1,73002.05,,,,4411,火力发电,,,温州环保,市,浙江省温州市,浙江浙能温州发电,84504177900,浙江省,330382,5,6,0,0.625,0.75,0.0,0.0,59.07,3197.66,2014,2317357.5
1,2,0.5,1.0,1.0,1.0,1,98362,,,,4411,火力发电,,,宁波市环境保护局,市,宁波市,宁波光耀热电,747396162,浙江省,330281,0,9,0,0.0,9.0,0.0,0.0,59.07,3197.66,2014,87726.0
0,5,0.0,0.0,3.0,0.0,1,73002.05,,,,3011,水泥制造,,,浙江环保,省,浙江省,湖州槐坎南方水泥,755918709,浙江省,330522,0,2,0,0.0,0.6667,0.0,0.0,59.07,3197.66,2014,0
0,2,0.0,0.0,1.0,0.0,1,60879.1,,,,2710,化学药品原料药制造,,,山东环境,省,山东省,山东鲁维制药,79730198500,山东省,370302,0,3,0,0.0,3.0,0.0,0.0,16.73,5329.27,2014,0
0,2,0.0,0.0,1.0,0.0,1,73002.05,,,,4411,火力发电,,,浙江环保,省,浙江省,浙江浙能绍兴滨海热电,698257456,浙江省,330000,0,1,0,0.0,1.0,0.0,0.0,59.07,3197.66,2014,0
0,2,0.0,0.0,1.0,0.0,1,73002.05,,,,4411,火力发电,,,嘉兴环境保护,市,浙江省嘉兴市,嘉兴新嘉爱斯热电,769640170,浙江省,330411,0,2,0,0.0,2.0,0.0,0.0,59.07,3197.66,2014,0
0,5,0.0,0.0,2.0,0.0,0,27263.63,,,,3130,黑色金属铸造,,,昆明市环保局,市,云南省昆明市,昆明钢铁集团,719402000,云南省,530181,2,3,0,1.0,1.5,0.0,0.0,50.03,2692.54,2014,0
8,24,0.3333,8.0,23.0,0.3478,1,60879.1,,,,3041,平板玻璃制造,,,山东环境,省,山东省,滕州金晶玻璃,793933037,山东省,370481,239,137,5,10.3913,5.9565,0.2174,0.0,16.73,5329.27,2014,84925.625
0,9,0.0,0.0,4.0,0.0,1,73002.05,,,,,,,,海宁环保,县,浙江省海宁市,浙江富邦集团,14671123-5,浙江省,330481,105,61,5,26.25,15.25,1.25,0.0,59.07,3197.66,2014,0
0,5,0.0,0.0,5.0,0.0,1,87995,,,,4411,火力发电,,,江阴环保,县,江苏省江阴市,江阴热电,142216640,江苏省,320281,0,0,2,0.0,0.0,0.4,0.0,15.8,4709.37,2015,0
0,1,0.0,0.0,1.0,0.0,1,33450,,,,4411,火力发电,,,邯郸市环境保护局,市,邯郸市,河北马头发电,805525330,河北省,130000,0,0,2,0.0,0.0,2.0,0.0,23.41,2630.59,2015,0
0,1,0.0,0.0,1.0,0.0,0,104132,,,,2520,炼焦,,,武汉环保,市,武汉市,神木县顺德煤化工,677922285,陕西省,610821,0,0,0,0.0,0.0,0.0,0.0,41.42,1757.41,2015,0
0,3,0.0,0.0,2.0,0.0,0,50653.85,,,,4411,火力发电,,,新洲环保,县,湖北省武汉市新洲区,华能武汉发电,30024252X,湖北省,420117,0,0,2,0.0,0.0,1.0,0.0,38.4,2479.02,2015,0
0,2,0.0,0.0,2.0,0.0,1,33450,,,,4411,火力发电,,,邯郸市环境保护局,市,邯郸市,大唐武安发电,553326887,河北省,130481,4,1,1,2.0,0.5,0.5,0.0,23.41,2630.59,2015,0
0,2,0.0,0.0,1.0,0.0,1,77643.69,,,,4411,火力发电,,,浙江环保,省,浙江省,浙江浙能乐清发电,77570367600,浙江省,330382,2,1,0,2.0,1.0,0.0,0.0,59.07,3197.66,2015,0
2,2,1.0,1.0,1.0,1.0,1,65354.41,,,,,,,,沂南环境,县,山东省临沂市沂南县,开发区污水处理厂,11966141201,辽宁省,210000,14,7,5,14.0,7.0,5.0,0.0,38.24,1778.76,2015,60583.0
0,2,0.0,0.0,1.0,0.0,0,47626,,,,4430,热力生产和供应,,,陕西环保,省,陕西省,吴起县污水处理厂,752131249,陕西省,610626,0,1,3,0.0,1.0,3.0,0.0,41.42,1757.41,2015,0
0,3,0.0,0.0,1.0,0.0,0,35996.56,,,,2621,氮肥制造,,,铜陵环保,市,安徽省铜陵市,安徽晋煤中能化工股份,705081189,安徽省,341221,2,1,0,2.0,1.0,0.0,0.0,27.53,2252.69,2015,0
0,2,0.0,0.0,2.0,0.0,1,40255,,,,3120,炼钢,,,唐山市环境保护局,市,河北省唐山市,河北鑫达钢铁,743423645,河北省,130283,18,4,2,9.0,2.0,1.0,0.0,23.41,2630.59,2015,0
0,2,0.0,0.0,1.0,0.0,0,51692,,,,3011,水泥制造,,,绿色洛阳,市,洛阳市,洛阳黄河同力水泥,760200072,河南省,410327,0,0,0,0.0,0.0,0.0,0.0,21.5,2652.66,2015,0
0,3,0.0,0.0,2.0,0.0,0,47626,,,,2651,初级形态塑料及合成树脂制造,,,陕西环保,省,陕西省,陕西金泰氯碱化工,755221821,陕西省,610827,0,1,0,0.0,0.5,0.0,0.0,41.42,1757.41,2015,0
0,3,0.0,0.0,2.0,0.0,1,64168.3,,,,4430,热力生产和供应,,,青岛环保,市,山东省青岛市,青岛经济技术开发区热电燃气总公司,163655802,山东省,370211,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2015,0
0,8,0.0,0.0,4.0,0.0,1,77643.69,,,,4411,火力发电,,,浙江环保,省,浙江省,浙江大唐乌沙山发电,753286162,浙江省,330225,4,4,1,1.0,1.0,0.25,0.0,59.07,3197.66,2015,0
0,5,0.0,0.0,3.0,0.0,0,47626,,,,1391,淀粉及淀粉制品制造,,,陕西环保,省,陕西省,西安国维淀粉,722877568,陕西省,610125,11,10,17,3.6667,3.3333,5.6667,0.0,41.42,1757.41,2015,0
1,3,0.3333,1.0,1.0,1.0,1,61189,,,,4411,火力发电,,,滨州环保,市,滨州市,邹平齐星开发区热电,763650079,山东省,371626,2,2,0,2.0,2.0,0.0,0.0,16.73,5329.27,2015,506.0
0,2,0.0,0.0,2.0,0.0,1,77643.69,,,,2221,机制纸及纸板制造,,,台州市环境保护局,市,浙江省台州市,台州森林造纸,704733827,浙江省,331081,0,0,0,0.0,0.0,0.0,0.0,59.07,3197.66,2015,0
0,1,0.0,0.0,1.0,0.0,1,40255,,,,3120,炼钢,,,唐山市环境保护局,市,河北省唐山市,唐山国丰钢铁,601074048,河北省,130207,0,1,2,0.0,1.0,2.0,0.0,23.41,2630.59,2015,0
0,1,0.0,0.0,1.0,0.0,1,64168.3,,,,3041,平板玻璃制造,,,威海环境,市,山东省威海市,威海蓝星玻璃股份,724990353,山东省,371063,2,0,1,2.0,0.0,1.0,0.0,16.73,5329.27,2015,0
0,4,0.0,0.0,2.0,0.0,1,130938,,,,4411,火力发电,,,无锡环保,市,无锡市,江苏国信协联能源,607994371,江苏省,320282,0,0,0,0.0,0.0,0.0,0.0,15.8,4709.37,2015,0
1,2,0.5,1.0,1.0,1.0,1,64168.3,,,,3120,炼钢,,,青岛环保,市,山东省青岛市,青岛钢铁,163565778,山东省,370213,2,1,1,2.0,1.0,1.0,0.0,16.73,5329.27,2015,523.0
0,1,0.0,0.0,1.0,0.0,0,64710,,,,4411,火力发电,,,马鞍山市环境保护局,市,鞍山市,安徽马鞍山万能达发电,850507377,安徽省,340000,0,0,0,0.0,0.0,0.0,0.0,27.53,2252.69,2015,0
1,19,0.0526,1.0,12.0,0.0833,1,28350,,,,3041,平板玻璃制造,,,菏泽环境,市,菏泽市,山东巨润建材,672204911,山东省,371724,25,29,14,2.0833,2.4167,1.1667,0.0,16.73,5329.27,2015,37986.0
0,3,0.0,0.0,1.0,0.0,1,77643.69,,,,4411,火力发电,,,余杭环保,县,浙江省杭州市余杭区,杭州塘栖热电,143869707,浙江省,330110,0,1,0,0.0,1.0,0.0,0.0,59.07,3197.66,2015,0
4,7,0.5714,2.0,4.0,0.5,1,61189,,,,1713,棉印染精加工,,,滨州环保,市,滨州市,愉悦家纺,757461407,山东省,370000,9,15,5,2.25,3.75,1.25,0.5,16.73,5329.27,2015,46997.0
0,1,0.0,0.0,1.0,0.0,1,104132,,,,4411,火力发电,,,武汉环保,市,武汉市,山东正和热电,737239462,山东省,370523,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2015,0
0,2,0.0,0.0,1.0,0.0,0,31001,,,,810,铁矿采选,,,汉中市环保局团委,市,汉中市,陕西汉中钢铁集团,727334028,陕西省,610725,0,0,0,0.0,0.0,0.0,0.0,41.42,1757.41,2015,0
0,1,0.0,0.0,1.0,0.0,1,64168.3,,,,3011,水泥制造,,,山东环境,省,山东省,枣庄山水水泥,764849610,山东省,370405,2,0,0,2.0,0.0,0.0,0.0,16.73,5329.27,2015,0
0,4,0.0,0.0,4.0,0.0,0,35996.56,,,,4411,火力发电,,,淮南环保,市,安徽省淮南市,淮沪煤电,661402197,安徽省,340406,4,2,0,1.0,0.5,0.0,0.0,27.53,2252.69,2015,0
1,2,0.5,1.0,1.0,1.0,1,64168.3,,,,4411,火力发电,,,山东环境,省,山东省,龙口嘉元东盛热电,754455052,山东省,370681,8,7,0,8.0,7.0,0.0,0.0,16.73,5329.27,2015,76856.0
0,2,0.0,0.0,1.0,0.0,1,64168.3,,,,4411,火力发电,,,山东环境,省,山东省,山东华聚能源股份,73927723505,山东省,370883,0,1,0,0.0,1.0,0.0,0.0,16.73,5329.27,2015,0
1,2,0.5,1.0,1.0,1.0,1,64168.3,,,,,,,,山东环境,省,山东省,东营首创水务,670549879,山东省,370000,2,3,1,2.0,3.0,1.0,0.0,16.73,5329.27,2015,59612.0
9,12,0.75,6.0,6.0,1.0,1,64168.3,,,,4411,火力发电,,,山东环境,省,山东省,青岛后海热电,743959706,山东省,370213,30,20,3,5.0,3.3333,0.5,0.0,16.73,5329.27,2015,44717.3333
1,1,1.0,1.0,1.0,1.0,0,47626,,,,931,钨钼矿采选,,,陕西环保,省,陕西省,洛南县荣森矿业,773803913,陕西省,611021,0,5,1,0.0,5.0,1.0,0.0,41.42,1757.41,2015,98652.0
0,2,0.0,0.0,1.0,0.0,0,42753.86,,,,1353,肉制品及副产品加工,,,临武环保2015,县,湖南省郴州市临武县,湖南临武舜华鸭业发展,707410433,湖南省,431025,0,1,2,0.0,1.0,2.0,0.0,47.77,1385.09,2015,0
0,6,0.0,0.0,3.0,0.0,1,64168.3,,,,3011,水泥制造,,,滕州环保,县,山东省滕州市,滕州中联水泥,661963760,山东省,370481,2,7,0,0.6667,2.3333,0.0,0.0,16.73,5329.27,2015,0
0,1,0.0,0.0,1.0,0.0,0,36724,,,,2812,人造纤维（纤维素纤维）制造,,,江西环保,省,江西省,赛得利（江西）化纤,741955891,江西省,360402,0,0,1,0.0,0.0,1.0,0.0,60.01,1085.35,2015,0
0,11,0.0,0.0,11.0,0.0,0,35996.56,,,,2520,炼焦,,,铜陵环保,市,安徽省铜陵市,铜陵新亚星焦化公司,672637290,安徽省,340000,1,0,2,0.0909,0.0,0.1818,0.0,27.53,2252.69,2015,0
1,2,0.5,1.0,2.0,0.5,1,77643.69,,,,4411,火力发电,,,温州环保,市,浙江省温州市,温州伟明环保能源,692364816,浙江省,330302,2,2,0,1.0,1.0,0.0,0.0,59.07,3197.66,2015,765.0
0,1,0.0,0.0,1.0,0.0,1,87995,,,,4411,火力发电,,,扬州环保,市,江苏省扬州市,扬州第二发电,140861574,江苏省,321003,9,0,0,9.0,0.0,0.0,0.0,15.8,4709.37,2015,0
0,2,0.0,0.0,1.0,0.0,0,47626,,,,3011,水泥制造,,,西安环保,市,陕西省西安市,礼泉海螺水泥,684753563,陕西省,610425,2,0,2,2.0,0.0,2.0,0.0,41.42,1757.41,2015,0
0,1,0.0,0.0,1.0,0.0,0,36775,,,,,,,,陕西环保,省,陕西省,县城生活污水处理厂,5920914431,四川省,510121,0,8,0,0.0,8.0,0.0,0.0,35.22,3273.85,2015,0
2,9,0.2222,2.0,4.0,0.5,1,77643.69,,,,4411,火力发电,,,浙江环保,省,浙江省,杭州塘栖热电,143869707,浙江省,330110,0,4,0,0.0,1.0,0.0,0.0,59.07,3197.66,2015,64769.5
0,1,0.0,0.0,1.0,0.0,1,87995,,,,3110,炼铁,,,江苏环保,省,江苏省,南京钢铁股份,748204660,江苏省,320116,0,0,1,0.0,0.0,1.0,0.0,15.8,4709.37,2015,0
0,8,0.0,0.0,5.0,0.0,1,87995,,,,3110,炼铁,,,江苏环保,省,江苏省,江苏申特钢铁,739584067,江苏省,320481,1,4,0,0.2,0.8,0.0,0.0,15.8,4709.37,2015,0
0,1,0.0,0.0,1.0,0.0,0,36724,,,,3110,炼铁,,,江西环保,省,江西省,新余钢铁集团,159860053,江西省,360502,0,0,0,0.0,0.0,0.0,0.0,60.01,1085.35,2015,0
0,2,0.0,0.0,2.0,0.0,0,35996.56,,,,4411,火力发电,,,合肥环保,市,安徽省合肥市,安徽安能热电,752969068,安徽省,340102,2,1,0,1.0,0.5,0.0,0.0,27.53,2252.69,2015,0
0,5,0.0,0.0,3.0,0.0,0,28806,,,,2520,炼焦,,,云南省环保厅团委,省,云南省,云南曲靖越钢控股集团,217221074,云南省,530302,3,3,3,1.0,1.0,1.0,0.0,50.03,2692.54,2015,0
0,5,0.0,0.0,2.0,0.0,1,40255,,,,2520,炼焦,,,环保北京,省,北京省北京市,河北旭阳焦化,755463660,河北省,130682,0,0,0,0.0,0.0,0.0,0.0,23.41,2630.59,2015,0
0,1,0.0,0.0,1.0,0.0,1,40255,,,,2621,氮肥制造,,,唐山市环境保护局,市,河北省唐山市,河北迁安化肥股份,700792686,河北省,130283,0,0,0,0.0,0.0,0.0,0.0,23.41,2630.59,2015,0
0,3,0.0,0.0,2.0,0.0,1,89235,,,,3120,炼钢,,,淄博环保,市,淄博市,淄博宏达钢铁,745670615,山东省,370305,1,0,1,0.5,0.0,0.5,0.0,16.73,5329.27,2015,0
0,1,0.0,0.0,1.0,0.0,0,36724,,,,,,,,南昌环境保护局发布,市,江西省南昌市,南昌青山湖污水处理,744293707,江西省,360111,21,7,0,21.0,7.0,0.0,0.0,60.01,1085.35,2015,0
1,2,0.5,1.0,1.0,1.0,1,130938,,,,4411,火力发电,,,无锡环保,市,无锡市,无锡惠联垃圾热电,778668861,江苏省,320206,0,9,3,0.0,9.0,3.0,0.0,15.8,4709.37,2015,3347.0
2,15,0.1333,1.0,6.0,0.1667,1,64168.3,,,,2211,木竹浆制造,,,山东环境,省,山东省,山东华金集团,706345473,山东省,370831,9,2,1,1.5,0.3333,0.1667,0.0,16.73,5329.27,2015,588296.0
7,10,0.7,5.0,5.0,1.0,1,64168.3,,,,2619,其他基础化学原料制造,,,山东环境,省,山东省,济南裕兴化工,734707945,山东省,370105,8,58,4,1.6,11.6,0.8,0.0,16.73,5329.27,2015,421577.8
1,8,0.125,1.0,5.0,0.2,1,130938,,,,4411,火力发电,,,无锡环保,市,无锡市,无锡能达热电,720634095,江苏省,320205,1,13,3,0.2,2.6,0.6,0.0,15.8,4709.37,2015,3347.0
1,3,0.3333,1.0,1.0,1.0,1,64168.3,,,,2520,炼焦,,,兖州环境,县,兖州市,青岛钢铁集团兖州焦化厂,166087310,山东省,370882,22,16,0,22.0,16.0,0.0,0.0,16.73,5329.27,2015,3070.0
0,45,0.0,0.0,24.0,0.0,1,77643.69,,,,,,,,浙江环保,省,浙江省,浙江八达金华热电,52840407,浙江省,330702,12,21,3,0.5,0.875,0.125,0.0,59.07,3197.66,2015,0
0,1,0.0,0.0,1.0,0.0,0,47626,,,,4411,火力发电,,,西安环保,市,陕西省西安市,大唐户县第二热电厂,75522868710,陕西省,610125,0,0,0,0.0,0.0,0.0,0.0,41.42,1757.41,2015,0
0,7,0.0,0.0,5.0,0.0,1,103796,,,,4411,火力发电,,,闵行环境,县,上海省上海市闵行区,上海吴泾发电,73621794X,上海市,310112,157,25,17,31.4,5.0,3.4,0.0,10.74,807.29,2015,0
0,3,0.0,0.0,1.0,0.0,0,104132,,,,4419,其他电力生产,,,武汉环保,市,武汉市,华新水泥（大冶）,753410661,湖北省,420281,1,0,0,1.0,0.0,0.0,0.0,38.4,2479.02,2015,0
0,3,0.0,0.0,3.0,0.0,0,35996.56,,,,3011,水泥制造,,,合肥环保,市,安徽省合肥市,中材安徽水泥,799819446,安徽省,340000,5,2,1,1.6667,0.6667,0.3333,0.0,27.53,2252.69,2015,0
0,13,0.0,0.0,11.0,0.0,0,36724,,,,3110,炼铁,,,江西环保,省,江西省,萍乡市众邦冶金,698495059,江西省,360313,0,1,0,0.0,0.0909,0.0,0.0,60.01,1085.35,2015,0
0,1,0.0,0.0,1.0,0.0,0,28806,,,,2621,氮肥制造,,,昆明市环保局,市,云南省昆明市,云南大为制氨,77266574X,云南省,530328,0,0,0,0.0,0.0,0.0,0.0,50.03,2692.54,2015,0
0,1,0.0,0.0,1.0,0.0,1,87995,,,,2812,人造纤维（纤维素纤维）制造,,,江苏环保,省,江苏省,兰精（南京）纤维,772033849,江苏省,320116,0,0,0,0.0,0.0,0.0,0.0,15.8,4709.37,2015,0
0,3,0.0,0.0,2.0,0.0,0,40036,,,,3110,炼铁,,,乌鲁木齐市环保局,市,新疆省木齐市,宝钢集团新疆八一钢铁,22860110101,新疆维吾尔自治区,650106,0,11,1,0.0,5.5,0.5,0.0,4.24,2719.13,2015,0
0,1,0.0,0.0,1.0,0.0,1,64168.3,,,,4411,火力发电,,,枣庄市中环保,县,山东省枣庄市市中区,枣庄南郊热电,752679992,山东省,370402,0,0,1,0.0,0.0,1.0,0.0,16.73,5329.27,2015,0
0,5,0.0,0.0,5.0,0.0,1,40255,,,,3140,钢压延加工,,,唐山市环境保护局,市,河北省唐山市,河北津西钢铁集团股份,721610976,河北省,130227,2,1,1,0.4,0.2,0.2,0.0,23.41,2630.59,2015,0
0,1,0.0,0.0,1.0,0.0,1,62480,,,,4411,火力发电,,,金华市环保局,市,金华市,浙江龙游恒盛热力,79859906600,浙江省,330825,0,0,0,0.0,0.0,0.0,0.0,59.07,3197.66,2015,0
