地方政府回应数(Y),微博投诉@数(X),@回应比例,地方政府回应的投诉发帖数,投诉发帖数,投诉回应比例,污染所在地区(S),人均国内生产总值(PGDP),企业状态,登记注册类型,企业规模,行业类别代码,行业类别名称,工业总产值当年价格万元,年正常生产时间小时,政府部门,政府部门级别,行政区划,企业名称,法人编号,污染所在地,行政编号,总转发量(Forward_all),总评论量(Comment_all),总点赞量(Praise_all),平均转发量(Forward),平均评论量(Comment),平均点赞量(Praise),中央/上级政府关注(Position),森林覆盖率(Forest),工业发电量(Industry),年份(year),平均回应时间/秒(Diff)
0,3,0.0,0.0,3.0,0.0,0,51015,,,,4411,火力发电,,,包头环保,市,内蒙古省包头市,神华神东电力,687956016,陕西省,610822,0,2,0,0.0,0.6667,0.0,0.0,41.42,1757.41,2016,0
0,4,0.0,0.0,1.0,0.0,1,68733,,,,4411,火力发电,,,威海临港区环境,县,山东省威海市业新区,荣成邱家水产,706084568,山东省,371082,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2016,0
2,5,0.4,2.0,2.0,1.0,1,59027,,,,2621,氮肥制造,,,泰安环境,市,泰安市,山东润银生物化工股份,724955590,山东省,370923,0,10,2,0.0,5.0,1.0,0.0,16.73,5329.27,2016,32895.0
0,2,0.0,0.0,1.0,0.0,0,40564,,,,3110,炼铁,,,乌鲁木齐市环保局,市,新疆省木齐市,新疆昕昊达矿业,6827063333,新疆维吾尔自治区,650500,0,0,0,0.0,0.0,0.0,0.0,4.24,2719.13,2016,0
1,1,1.0,1.0,1.0,1.0,0,84113.5,,,,4411,火力发电,,,绿色郑州,市,郑州市,郑州新力电力,614711149,河南省,410102,0,5,0,0.0,5.0,0.0,0.0,21.5,2652.66,2016,9591.0
0,1,0.0,0.0,1.0,0.0,1,68733,,,,4411,火力发电,,,山东环境,省,山东省,烟台华力热电供应,684806741,山东省,370602,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2016,0
1,1,1.0,1.0,1.0,1.0,0,39561,,,,,,,,环保宿州,市,安徽省宿州市,萧县污水处理厂,76891706X,安徽省,341322,13,14,6,13.0,14.0,6.0,0.0,27.53,2252.69,2016,1240.0
0,2,0.0,0.0,1.0,0.0,1,68733,,,,2520,炼焦,,,山东环境,省,山东省,淄博市傅山焦化,74988539X,山东省,370000,2,0,3,2.0,0.0,3.0,0.0,16.73,5329.27,2016,0
1,2,0.5,1.0,1.0,1.0,1,68733,,,,4411,火力发电,,,山东环境,省,山东省,淄博鑫胜热电,613290231,山东省,370302,0,0,2,0.0,0.0,2.0,1.0,16.73,5329.27,2016,186275.0
0,1,0.0,0.0,1.0,0.0,0,40106,,,,,,,,江西环保,省,江西省,江西洪城环保水业,553520970,江西省,360122,0,0,0,0.0,0.0,0.0,0.0,60.01,1085.35,2016,0
2,1,2.0,1.0,1.0,1.0,1,68733,,,,4411,火力发电,,,威海环境,市,山东省威海市,威海新力热电,267142817,山东省,370000,15,1,1,15.0,1.0,1.0,0.0,16.73,5329.27,2016,2326.0
0,2,0.0,0.0,1.0,0.0,1,68733,,,,,,,,山东环境,省,山东省,青岛光大水务运营,76361255801,山东省,370203,0,0,1,0.0,0.0,1.0,0.0,16.73,5329.27,2016,0
0,3,0.0,0.0,1.0,0.0,1,54984,,,,,,,,枣庄环保,市,枣庄市,山东万通纸业总公司,16064008X,山东省,370405,0,1,0,0.0,1.0,0.0,0.0,16.73,5329.27,2016,0
0,3,0.0,0.0,3.0,0.0,0,51015,,,,2614,有机化学原料制造,,,陕西环保,省,陕西省,兖州煤业榆林能化,758816038,陕西省,610802,0,0,1,0.0,0.0,0.3333,0.0,41.42,1757.41,2016,0
0,1,0.0,0.0,1.0,0.0,0,40003,,,,,,,,遂宁市环境保护局,市,四川省遂宁市,蓬溪县来龙山污水处理厂,52160946,四川省,510921,5,0,3,5.0,0.0,3.0,0.0,35.22,3273.85,2016,0
0,6,0.0,0.0,2.0,0.0,0,51015,,,,,,,,陕西环保沙龙,省,陕西省,铜川市污水处理厂,776981790,陕西省,610202,8,2,2,4.0,1.0,1.0,0.0,41.42,1757.41,2016,0
0,2,0.0,0.0,1.0,0.0,1,84916,,,,2619,其他基础化学原料制造,,,杭州环保,市,浙江省杭州市,杭州科利化工股份,712520514,浙江省,330109,0,0,0,0.0,0.0,0.0,0.0,59.07,3197.66,2016,0
0,3,0.0,0.0,1.0,0.0,1,68733,,,,4411,火力发电,,,峄城环保政务,县,山东省枣庄市峄城区,山东丰源通达电力,74567937X,山东省,370404,2,0,0,2.0,0.0,0.0,0.0,16.73,5329.27,2016,0
0,2,0.0,0.0,2.0,0.0,0,40432,,,,1391,淀粉及淀粉制品制造,,,龙江环保,省,黑龙江省,黑龙江昊天玉米开发,769249702,黑龙江省,231202,91,1,0,45.5,0.5,0.0,0.0,43.16,900.41,2016,0
0,2,0.0,0.0,1.0,0.0,1,68733,,,,4411,火力发电,,,山东环境,省,山东省,山东滕州盛源热电,754483897,山东省,370481,7,1,2,7.0,1.0,2.0,0.0,16.73,5329.27,2016,0
1,3,0.3333,1.0,1.0,1.0,1,84916,,,,4411,火力发电,,,萧山环保,县,浙江省杭州市萧山区,杭州航民热电,715453345,浙江省,330109,7,8,1,7.0,8.0,1.0,0.0,59.07,3197.66,2016,6355.0
3,9,0.3333,3.0,3.0,1.0,0,42575,,,,,,,,临邑环境,县,山东省临邑县,康达环保水务,69219974200,河南省,410000,0,6,0,0.0,2.0,0.0,0.0,21.5,2652.66,2016,331416.6667
1,4,0.25,1.0,2.0,0.5,1,68733,,,,2614,有机化学原料制造,,,山东环境,省,山东省,山东石大胜华化工集团股份,782314871,山东省,370521,7,5,1,3.5,2.5,0.5,0.0,16.73,5329.27,2016,11901.0
1,5,0.2,1.0,2.0,0.5,1,109407,,,,2612,无机碱制造,,,李沧环保,县,青岛市,青岛碱业股份,163577402,山东省,370213,3,3,0,1.5,1.5,0.0,0.0,16.73,5329.27,2016,2149.0
0,2,0.0,0.0,1.0,0.0,1,68733,,,,3216,铝冶炼,,,罗庄环境,县,山东省临沂市,山东华宇铝电,79037900X01,山东省,371311,0,1,1,0.0,1.0,1.0,0.0,16.73,5329.27,2016,0
0,2,0.0,0.0,1.0,0.0,1,68733,,,,4430,热力生产和供应,,,济宁环境,市,山东省济宁市,青岛热电股份,264629208,山东省,370203,5,6,16,5.0,6.0,16.0,0.0,16.73,5329.27,2016,0
1,4,0.25,1.0,2.0,0.5,1,68733,,,,4411,火力发电,,,环保东营,市,山东省东营市,东营金茂铝业高科技,740230506,山东省,370000,4,4,4,2.0,2.0,2.0,0.0,16.73,5329.27,2016,66861.0
0,1,0.0,0.0,1.0,0.0,1,167411,,,,,,,,宝安环保水务,县,深圳市宝安区,深圳市水务（集团）,771621630,广东省,440303,1,0,2,1.0,0.0,2.0,0.0,51.26,4263.66,2016,0
0,3,0.0,0.0,2.0,0.0,1,38803,1,170,3,1921,皮革服装制造,8900,8000,临沂环境,市,临沂市,沂水金山皮业,595227078,山东省,371323,2,1,1,1.0,0.5,0.5,0.0,16.73,5329.27,2016,0
1,1,1.0,1.0,1.0,1.0,1,68733,,,,2511,原油加工及石油制品制造,,,青岛环保,市,山东省青岛市,中国石化青岛炼油化工,766720175,山东省,370211,1,1,1,1.0,1.0,1.0,0.0,16.73,5329.27,2016,51.0
0,3,0.0,0.0,1.0,0.0,1,68733,,,,2621,氮肥制造,,,山东环境,省,山东省,兖矿鲁南化肥厂,164446228,山东省,370481,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2016,0
0,1,0.0,0.0,1.0,0.0,0,63445,,,,4430,热力生产和供应,,,冰城人士,市,哈尔滨市,哈尔滨市华能集中供热,72367843X,黑龙江省,230104,0,0,0,0.0,0.0,0.0,0.0,43.16,900.41,2016,0
3,6,0.5,3.0,3.0,1.0,1,68733,,,,,,,,环保东营,市,山东省东营市,垦利县利河污水处理,675544460,山东省,370521,6,1,3,2.0,0.3333,1.0,1.0,16.73,5329.27,2016,796333.3333
0,1,0.0,0.0,1.0,0.0,1,68733,,,,,,,,临邑环境,县,山东省临邑县,临邑县临盘污水处理厂,7465768902,山东省,371424,0,0,1,0.0,0.0,1.0,0.0,16.73,5329.27,2016,0
1,3,0.3333,1.0,1.0,1.0,0,63745,,,,,,,,滨州环保,市,滨州市,康达环保水务,69219974200,河南省,410000,0,2,0,0.0,2.0,0.0,0.0,21.5,2652.66,2016,191721.0
1,3,0.3333,1.0,1.0,1.0,1,68733,,,,1711,棉纺纱加工,,,安丘环保,县,安丘市,山东柠檬生化,751789102,山东省,370784,2,9,0,2.0,9.0,0.0,0.0,16.73,5329.27,2016,579633.0
1,1,1.0,1.0,1.0,1.0,1,63745,,,,2511,原油加工及石油制品制造,,,滨州环保,市,滨州市,中海沥青股份,706208970,山东省,371602,7,3,2,7.0,3.0,2.0,0.0,16.73,5329.27,2016,1269.0
0,2,0.0,0.0,2.0,0.0,1,74016,,,,1713,棉印染精加工,,,江门环保,市,广东省江门市,江门市新会区顺和实业,74296698X,广东省,440705,0,0,0,0.0,0.0,0.0,0.0,51.26,4263.66,2016,0
0,2,0.0,0.0,1.0,0.0,1,54984,,,,3011,水泥制造,,,枣庄环保,市,枣庄市,枣庄创新山水水泥,678135910,山东省,370405,7,0,1,7.0,0.0,1.0,0.0,16.73,5329.27,2016,0
1,2,0.5,1.0,1.0,1.0,1,68733,,,,3120,炼钢,,,山东环境,省,山东省,山东闽源钢铁,74655535200,山东省,370181,1,14,7,1.0,14.0,7.0,0.0,16.73,5329.27,2016,11651.0
1,3,0.3333,1.0,1.0,1.0,1,59275,,,,1711,棉纺纱加工,,,潍坊环保,市,潍坊市,山东柠檬生化,751789102,山东省,370784,2,9,0,2.0,9.0,0.0,0.0,16.73,5329.27,2016,579633.0
0,2,0.0,0.0,2.0,0.0,1,3632.37,,,,2221,机制纸及纸板制造,,,东莞环保,市,东莞市,东莞市东保纸业,752052911,广东省,440000,0,0,0,0.0,0.0,0.0,0.0,51.26,4263.66,2016,0
2,12,0.1667,2.0,9.0,0.2222,0,51015,,,,931,钨钼矿采选,,,陕西环保,省,陕西省,洛南县九龙矿业,790792101,陕西省,611021,251,34,11,27.8889,3.7778,1.2222,0.0,41.42,1757.41,2016,244783.0
0,2,0.0,0.0,1.0,0.0,1,68733,,,,3011,水泥制造,,,山东环境,省,山东省,山东东华水泥,766662681,山东省,370302,1,0,0,1.0,0.0,0.0,0.0,16.73,5329.27,2016,0
1,6,0.1667,1.0,2.0,0.5,1,68733,,,,3011,水泥制造,,,郯城环境,县,山东省临沂市郯城县,临沂中联水泥,754478297,山东省,371324,19,11,1,9.5,5.5,0.5,0.0,16.73,5329.27,2016,86573.0
0,3,0.0,0.0,3.0,0.0,1,43062,,,,3120,炼钢,,,辛集环保,县,河北省辛集市,辛集市澳森钢铁,740187878,河北省,130181,10,5,6,3.3333,1.6667,2.0,0.0,23.41,2630.59,2016,0
0,1,0.0,0.0,1.0,0.0,1,68733,,,,3216,铝冶炼,,,山东环境,省,山东省,茌平信发华宇氧化铝,769712461,山东省,371523,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2016,0
0,2,0.0,0.0,2.0,0.0,1,68733,,,,2520,炼焦,,,山东环境,省,山东省,山东浩宇能源,688288195,山东省,371122,5,2,0,2.5,1.0,0.0,0.0,16.73,5329.27,2016,0
0,1,0.0,0.0,1.0,0.0,1,96887,,,,2619,其他基础化学原料制造,,,江苏环保,省,江苏省,常州亚邦化学,729001104,江苏省,320411,1,0,0,1.0,0.0,0.0,0.0,15.8,4709.37,2016,0
0,2,0.0,0.0,1.0,0.0,1,68733,,,,4411,火力发电,,,滕州环保,县,山东省滕州市,山东滕州盛源热电,754483897,山东省,370481,7,1,2,7.0,1.0,2.0,0.0,16.73,5329.27,2016,0
5,45,0.1111,5.0,17.0,0.2941,1,84916,,,,4411,火力发电,,,杭州环保,市,浙江省杭州市,杭州锦江绿色能源,720098923,浙江省,330110,11,27,6,0.6471,1.5882,0.3529,0.0,59.07,3197.66,2016,97111.0
0,3,0.0,0.0,1.0,0.0,1,68733,,,,4411,火力发电,,,山东环境,省,山东省,山东丰源通达电力,74567937X,山东省,370404,2,0,0,2.0,0.0,0.0,0.0,16.73,5329.27,2016,0
0,1,0.0,0.0,1.0,0.0,1,74016,,,,4411,火力发电,,,梅州市环境保护局,市,广东省梅州市,广东宝丽华电力,754512707,广东省,441421,1,0,0,1.0,0.0,0.0,0.0,51.26,4263.66,2016,0
0,2,0.0,0.0,1.0,0.0,1,52986,,,,2612,无机碱制造,,,港城环保,市,连云港市,中国石化集团南京化学工业,834764058,江苏省,320703,2,0,0,2.0,0.0,0.0,0.0,15.8,4709.37,2016,0
0,2,0.0,0.0,2.0,0.0,1,68733,,,,3120,炼钢,,,青岛环保,市,山东省青岛市,青岛钢铁,163565778,山东省,370213,10,6,7,5.0,3.0,3.5,0.0,16.73,5329.27,2016,0
3,12,0.25,3.0,6.0,0.5,1,94588,,,,4411,火力发电,,,淄博环保,市,淄博市,中铝山东,328366946,山东省,370303,2,6,0,0.3333,1.0,0.0,0.0,16.73,5329.27,2016,11465.0
1,6,0.1667,1.0,3.0,0.3333,1,68733,,,,3011,水泥制造,,,山东环境,省,山东省,山东水泥厂,163156202,山东省,370402,1,1,0,0.3333,0.3333,0.0,0.0,16.73,5329.27,2016,445.0
0,3,0.0,0.0,3.0,0.0,0,39561,,,,3011,水泥制造,,,环保宿州,市,安徽省宿州市,宿州海螺水泥,553252152,安徽省,341302,3,6,4,1.0,2.0,1.3333,0.0,27.53,2252.69,2016,0
0,1,0.0,0.0,1.0,0.0,1,66845,,,,2520,炼焦,,,徐州环保,市,徐州市,徐州腾达焦化,756423644,江苏省,320305,1,0,0,1.0,0.0,0.0,0.0,15.8,4709.37,2016,0
0,1,0.0,0.0,1.0,0.0,0,53033,,,,3130,黑色金属铸造,,,生态黄石,市,黄石市,黄石新兴管业,673675854,湖北省,420204,0,0,3,0.0,0.0,3.0,0.0,38.4,2479.02,2016,0
0,5,0.0,0.0,2.0,0.0,1,54984,,,,4411,火力发电,,,枣庄环保,市,枣庄市,山东丰源通达电力,74567937X,山东省,370404,9,0,1,4.5,0.0,0.5,0.0,16.73,5329.27,2016,0
0,1,0.0,0.0,1.0,0.0,1,116562,,,,4411,火力发电,,,上海环境,省,上海省上海市,上海申能星火热电,134023486,上海市,310120,0,0,0,0.0,0.0,0.0,0.0,10.74,807.29,2016,0
0,2,0.0,0.0,1.0,0.0,1,96887,,,,2612,无机碱制造,,,连云港经济技术开发区环保局,县,连云港,中国石化集团南京化学工业,834764058,江苏省,320703,1,0,0,1.0,0.0,0.0,0.0,15.8,4709.37,2016,0
0,1,0.0,0.0,1.0,0.0,1,63745,,,,4411,火力发电,,,滨州环保,市,滨州市,滨州市供热中心,68484748X01,山东省,370000,6,0,0,6.0,0.0,0.0,0.0,16.73,5329.27,2016,0
0,11,0.0,0.0,4.0,0.0,1,68733,,,,3041,平板玻璃制造,,,滕州环保,县,山东省滕州市,滕州金晶玻璃,793933037,山东省,370481,13,4,1,3.25,1.0,0.25,0.0,16.73,5329.27,2016,0
0,1,0.0,0.0,1.0,0.0,1,74016,1,173,3,3360,金属表面处理及热处理加工,1230,6300,江门环保,市,广东省江门市,江门市崖门新财富环保工业,671573467,广东省,440705,4,1,0,4.0,1.0,0.0,0.0,51.26,4263.66,2016,0
0,2,0.0,0.0,1.0,0.0,0,40564,,,,3110,炼铁,,,新疆环境保护厅,省,新疆省自治区,新疆昕昊达矿业,6827063333,新疆维吾尔自治区,650500,0,0,0,0.0,0.0,0.0,0.0,4.24,2719.13,2016,0
0,2,0.0,0.0,2.0,0.0,0,111469,,,,4411,火力发电,,,武汉环保,市,武汉市,华能武汉发电,30024252X,湖北省,420117,0,2,0,0.0,1.0,0.0,0.0,38.4,2479.02,2016,0
0,1,0.0,0.0,1.0,0.0,1,118198,,,,,,,,北京市环保局总量处,省,北京省北京市,北京金源经开污水处理,80114734400,北京市,110106,0,0,0,0.0,0.0,0.0,0.0,35.84,434.39,2016,0
0,3,0.0,0.0,2.0,0.0,0,59652.4,,,,4411,火力发电,,,吉林省环境保护厅,省,吉林省,国电吉林江南热电,677324939,吉林省,220211,0,0,0,0.0,0.0,0.0,0.0,40.38,760.26,2016,0
0,1,0.0,0.0,1.0,0.0,0,59652.4,,,,4411,火力发电,,,吉林省环境保护厅,省,吉林省,吉林电力股份,125617696,吉林省,220602,1,0,0,1.0,0.0,0.0,0.0,40.38,760.26,2016,0
0,2,0.0,0.0,1.0,0.0,0,27643,,,,3215,锑冶炼,,,四川环保,省,四川省,甘肃陇星锑业,75093511201,甘肃省,621225,0,0,3,0.0,0.0,3.0,0.0,11.28,1214.33,2016,0
1,5,0.2,1.0,1.0,1.0,1,38803,,,,3011,水泥制造,,,临沂环境,市,临沂市,临沂中联水泥,754478297,山东省,371324,19,8,1,19.0,8.0,1.0,0.0,16.73,5329.27,2016,86573.0
3,6,0.5,3.0,3.0,1.0,1,68733,,,,,,,,山东环境,省,山东省,垦利县利河污水处理,675544460,山东省,370521,6,1,3,2.0,0.3333,1.0,1.0,16.73,5329.27,2016,796333.3333
0,2,0.0,0.0,1.0,0.0,1,68733,,,,2520,炼焦,,,山东环境,省,山东省,青岛钢铁集团兖州焦化厂,166087310,山东省,370882,5,6,16,5.0,6.0,16.0,0.0,16.73,5329.27,2016,0
2,33,0.0606,2.0,11.0,0.1818,1,84916,,,,4411,火力发电,,,余杭环保,县,浙江省杭州市余杭区,杭州锦江绿色能源,720098923,浙江省,330110,3,17,3,0.2727,1.5455,0.2727,0.0,59.07,3197.66,2016,86796.5
1,1,1.0,1.0,1.0,1.0,0,58502,,,,,,,,环保宿州,市,安徽省宿州市,城南污水处理厂,556790087,重庆市,500112,0,11,0,0.0,11.0,0.0,0.0,38.43,701.19,2016,5374610.0
0,4,0.0,0.0,1.0,0.0,1,50791,,,,,,,,青岛环保,市,山东省青岛市,开发区污水处理厂,11966141201,辽宁省,210000,1,1,3,1.0,1.0,3.0,0.0,38.24,1778.76,2016,0
2,3,0.6667,1.0,1.0,1.0,1,68733,,,,3041,平板玻璃制造,,,淄博高新区环保局,县,山东省开发区,山东金晶科技股份,265127242,山东省,370000,3,2,1,3.0,2.0,1.0,1.0,16.73,5329.27,2016,443.0
0,6,0.0,0.0,1.0,0.0,1,62358,,,,3120,炼钢,,,日照环境,市,日照市,日照钢铁控股集团,750855956,山东省,371103,1,1,3,1.0,1.0,3.0,0.0,16.73,5329.27,2016,0
0,2,0.0,0.0,1.0,0.0,1,84916,,,,1752,化纤织物染整精加工,,,绍兴-环保,市,浙江省绍兴市,绍兴鼎记印染,727211570,浙江省,330000,4,1,2,4.0,1.0,2.0,0.0,59.07,3197.66,2016,0
0,2,0.0,0.0,1.0,0.0,1,108804,,,,4411,火力发电,,,宁波市环境保护局,市,宁波市,宁波众茂姚北热电,75627217X,浙江省,330281,1,1,1,1.0,1.0,1.0,0.0,59.07,3197.66,2016,0
1,2,0.5,1.0,1.0,1.0,0,90999,,,,,,,,济南环保,市,济南市,城区污水处理厂,670158405,山西省,140825,1,4,6,1.0,4.0,6.0,0.0,18.03,2535.08,2016,6123.0
0,2,0.0,0.0,1.0,0.0,1,54984,,,,3011,水泥制造,,,枣庄环保,市,枣庄市,枣庄山水水泥,764849610,山东省,370405,7,0,1,7.0,0.0,1.0,0.0,16.73,5329.27,2016,0
0,2,0.0,0.0,1.0,0.0,1,68733,,,,4411,火力发电,,,山东环境,省,山东省,山东天源热电,164425232,山东省,370321,2,0,3,2.0,0.0,3.0,0.0,16.73,5329.27,2016,0
0,2,0.0,0.0,1.0,0.0,1,90999,,,,3011,水泥制造,,,济南环保,市,济南市,山东水泥厂,163156202,山东省,370402,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2016,0
0,5,0.0,0.0,3.0,0.0,1,96887,,,,2612,无机碱制造,,,江苏环保,省,江苏省,中国石化集团南京化学工业,834764058,江苏省,320703,3,0,0,1.0,0.0,0.0,0.0,15.8,4709.37,2016,0
0,1,0.0,0.0,1.0,0.0,0,51015,,,,,,,,陕西环保,省,陕西省,榆林市污水处理厂,555658754,陕西省,610802,3,1,7,3.0,1.0,7.0,0.0,41.42,1757.41,2016,0
0,7,0.0,0.0,7.0,0.0,1,74016,,,,3041,平板玻璃制造,,,江门环保,市,广东省江门市,江门华沣特种玻璃,754518463,广东省,440703,3,4,0,0.4286,0.5714,0.0,0.0,51.26,4263.66,2016,0
0,2,0.0,0.0,1.0,0.0,0,111469,,,,4411,火力发电,,,武汉环保,市,武汉市,湖北西塞山发电,722041605,湖北省,420203,0,0,0,0.0,0.0,0.0,0.0,38.4,2479.02,2016,0
0,2,0.0,0.0,2.0,0.0,1,84916,,,,1713,棉印染精加工,,,浙江环保,省,浙江省,绍兴东龙针纺织印染,74412214X,浙江省,330000,2,2,1,1.0,1.0,0.5,0.0,59.07,3197.66,2016,0
0,2,0.0,0.0,2.0,0.0,0,31093,,,,4411,火力发电,,,昆明市环保局,市,云南省昆明市,国电阳宗海发电,216875172,云南省,530121,1,1,0,0.5,0.5,0.0,0.0,50.03,2692.54,2016,0
0,2,0.0,0.0,1.0,0.0,1,54984,,,,2520,炼焦,,,枣庄环保,市,枣庄市,山东潍焦集团,165770118,山东省,370725,0,1,1,0.0,1.0,1.0,0.0,16.73,5329.27,2016,0
0,1,0.0,0.0,1.0,0.0,0,111469,,,,3041,平板玻璃制造,,,武汉环保,市,武汉市,明达玻璃（武汉）,737545144,湖北省,420000,1,2,0,1.0,2.0,0.0,0.0,38.4,2479.02,2016,0
0,1,0.0,0.0,1.0,0.0,1,115053,,,,4210,金属废料和碎屑加工处理,,,天津环保发布,省,天津省天津市,TCL奥博（天津）环保发展,687744929,天津市,120000,1,0,10,1.0,0.0,10.0,0.0,9.87,617.55,2016,0
1,3,0.3333,1.0,2.0,0.5,1,68733,1,130,2,2221,机制纸及纸板制造,29474,7680,山东环境,省,山东省,平原方源纸业,588781812,山东省,371426,0,6,0,0.0,3.0,0.0,0.0,16.73,5329.27,2016,38397.0
0,1,0.0,0.0,1.0,0.0,1,3632.37,,,,2221,机制纸及纸板制造,,,东莞环保,市,东莞市,东莞玖龙纸业,617688669,广东省,440000,0,5,0,0.0,5.0,0.0,0.0,51.26,4263.66,2016,0
0,1,0.0,0.0,1.0,0.0,1,84916,,,,4411,火力发电,,,温州环保,市,浙江省温州市,苍南县宜嘉垃圾发电,786431039,浙江省,330327,1,2,0,1.0,2.0,0.0,0.0,59.07,3197.66,2016,0
0,2,0.0,0.0,1.0,0.0,1,94588,,,,2520,炼焦,,,淄博环保,市,淄博市,淄博市傅山焦化,74988539X,山东省,370000,2,0,3,2.0,0.0,3.0,0.0,16.73,5329.27,2016,0
0,5,0.0,0.0,4.0,0.0,1,116562,,,,,,,,上海环境,省,上海省上海市,上海安亭环保,133642699,上海市,310114,2,6,9,0.5,1.5,2.25,0.0,10.74,807.29,2016,0
2,2,1.0,1.0,1.0,1.0,1,68733,,,,4411,火力发电,,,山东环境,省,山东省,山东正和热电,737239462,山东省,370523,20,5,1,20.0,5.0,1.0,1.0,16.73,5329.27,2016,329622.0
0,5,0.0,0.0,5.0,0.0,0,51015,,,,2511,原油加工及石油制品制造,,,陕西环保,省,陕西省,陕西延长石油（集团）,223505698,陕西省,610629,12,4,9,2.4,0.8,1.8,0.0,41.42,1757.41,2016,0
0,7,0.0,0.0,3.0,0.0,1,84916,,,,4411,火力发电,,,萧山环保,县,浙江省杭州市萧山区,萧山发电厂,735286433,浙江省,330109,9,7,7,3.0,2.3333,2.3333,0.0,59.07,3197.66,2016,0
0,2,0.0,0.0,1.0,0.0,1,68733,,,,4411,火力发电,,,山东环境,省,山东省,山东淄博傅山热电,164269655,山东省,370000,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2016,0
1,1,1.0,1.0,1.0,1.0,0,40003,,,,2520,炼焦,,,四川环保,省,四川省,四川省煤焦化集团,73339543300,四川省,511024,4,1,0,4.0,1.0,0.0,0.0,35.22,3273.85,2016,870.0
1,5,0.2,1.0,2.0,0.5,1,84916,,,,4411,火力发电,,,秀洲环保,县,浙江省嘉兴市秀洲区,嘉兴新嘉爱斯热电,769640170,浙江省,330411,10,22,44,5.0,11.0,22.0,0.0,59.07,3197.66,2016,229437.0
1,2,0.5,1.0,1.0,1.0,1,68733,,,,4411,火力发电,,,山东环境,省,山东省,华电国际电力股份,723882676,山东省,371202,4,4,0,4.0,4.0,0.0,0.0,16.73,5329.27,2016,343.0
1,2,0.5,1.0,1.0,1.0,1,68733,,,,2511,原油加工及石油制品制造,,,山东环境,省,山东省,利津石油化工厂,164922351,山东省,370522,14,3,5,14.0,3.0,5.0,0.0,16.73,5329.27,2016,18520.0
0,1,0.0,0.0,1.0,0.0,0,49835,,,,,,,,德阳_环保,市,德阳市,绵远河污水处理厂,72084141400,四川省,510603,2,0,2,2.0,0.0,2.0,0.0,35.22,3273.85,2016,0
5,6,0.8333,3.0,3.0,1.0,1,68733,,,,1352,禽类屠宰,,,山东环境,省,山东省,山东华誉集团,164964965,山东省,370523,58,19,6,19.3333,6.3333,2.0,1.0,16.73,5329.27,2016,1388941.6667
0,3,0.0,0.0,3.0,0.0,1,68733,,,,,,,,德州环境,市,山东省德州市,临邑县临盘污水处理厂,7465768902,山东省,371424,0,91,0,0.0,30.3333,0.0,0.0,16.73,5329.27,2016,0
0,1,0.0,0.0,1.0,0.0,1,68733,,,,2614,有机化学原料制造,,,临沭环保,县,山东省临沭县,金沂蒙集团,168846325,山东省,371329,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2016,0
0,1,0.0,0.0,1.0,0.0,1,84916,,,,3011,水泥制造,,,浙江环保,省,浙江省,浙江红狮水泥股份,739918063,浙江省,330781,0,0,0,0.0,0.0,0.0,0.0,59.07,3197.66,2016,0
2,5,0.4,2.0,2.0,1.0,1,68733,,,,2621,氮肥制造,,,山东环境,省,山东省,山东润银生物化工股份,724955590,山东省,370923,0,10,2,0.0,5.0,1.0,0.0,16.73,5329.27,2016,32895.0
2,6,0.3333,2.0,3.0,0.6667,0,51015,,,,931,钨钼矿采选,,,商洛环保,市,陕西省商洛市,洛南县九龙矿业,790792101,陕西省,611021,213,9,6,71.0,3.0,2.0,0.0,41.42,1757.41,2016,244783.0
0,2,0.0,0.0,1.0,0.0,1,68733,,,,3120,炼钢,,,山东环境,省,山东省,临沂三德特钢,754497973,山东省,371311,2,0,1,2.0,0.0,1.0,0.0,16.73,5329.27,2016,0
0,2,0.0,0.0,1.0,0.0,0,58502,,,,,,,,山东环境,省,山东省,城北污水处理厂,793547355,重庆市,500112,0,19,0,0.0,19.0,0.0,0.0,38.43,701.19,2016,0
0,1,0.0,0.0,1.0,0.0,1,84916,,,,2221,机制纸及纸板制造,,,浙江环保,省,浙江省,嘉兴市大洋纸业,712597810,浙江省,330424,0,0,0,0.0,0.0,0.0,0.0,59.07,3197.66,2016,0
6,9,0.6667,3.0,3.0,1.0,1,68733,,,,2612,无机碱制造,,,广饶环保,县,山东省东营市广饶县,山东金岭化工股份,726200036,山东省,370523,16,13,4,5.3333,4.3333,1.3333,1.0,16.73,5329.27,2016,46942.3333
0,2,0.0,0.0,1.0,0.0,1,38803,,,,3120,炼钢,,,临沂环境,市,临沂市,临沂三德特钢,754497973,山东省,371311,2,0,1,2.0,0.0,1.0,0.0,16.73,5329.27,2016,0
0,1,0.0,0.0,1.0,0.0,1,141933,,,,4411,火力发电,,,广州环保,市,广州市,广州瑞明电力股份,190677329,广东省,440112,0,0,0,0.0,0.0,0.0,0.0,51.26,4263.66,2016,0
