盘锦恒祥危废处理,辽宁省,211122,2015,危险废物,561395735
中国石油天然气股份,辽宁省,211004,2015,危险废物,701696207,,,,2511,原油加工及石油制品制造,,
辽宁庆阳特种化工,辽宁省,211003,2015,危险废物,761838748,,,,4430,热力生产和供应,,
宏群胜精密电子(营口),辽宁省,210825,2015,危险废物,797661948,,,,3972,印制电路板制造,,
辽宁西洋特肥,辽宁省,210726,2015,危险废物,725676534,,,,2624,复混肥料制造,,
中信锦州金属股份,辽宁省,210711,2015,危险废物,725673536,,,,3150,铁合金冶炼,,
中国石油天然气股份,辽宁省,210702,2015,危险废物,716459108,,,,2511,原油加工及石油制品制造,,
本钢板材股份,辽宁省,210502,2015,危险废物,242690243,,,,810,铁矿采选,,
中国有色集团抚顺红透山矿业,辽宁省,210408,2015,危险废物,119615379,,,,3211,铜冶炼,,
中国石油天然气股份,辽宁省,210403,2015,危险废物,71960098X,,,,2511,原油加工及石油制品制造,,
中国石油天然气股份,辽宁省,210403,2015,危险废物,24231626X,1,110,1,2511,原油加工及石油制品制造,3293328,8760
成县宏鑫矿业,甘肃省,621221,2015,重金属,784019956,,,,912,铅锌矿采选,,
成县宏体矿业,甘肃省,621221,2015,重金属,719080996,,,,912,铅锌矿采选,,
成县恒兴矿业,甘肃省,621221,2015,重金属,225731744,,,,912,铅锌矿采选,,
成县恒利矿业开发,甘肃省,621221,2015,重金属,789646852,,,,912,铅锌矿采选,,
成县恒大实业,甘肃省,621221,2015,重金属,719075476,,,,912,铅锌矿采选,,
成县茨坝须弥山实业,甘肃省,621221,2015,重金属,73963539702,,,,912,铅锌矿采选,,
成县白庄铅锌选矿厂,甘肃省,621221,2015,重金属,76770365x
成县百昌矿业,甘肃省,621221,2015,重金属,773408235,,,,912,铅锌矿采选,,
成县毕家山矿业,甘肃省,621221,2015,重金属,78964550X,,,,912,铅锌矿采选,,
成县茨坝须弥山实业,甘肃省,621221,2015,重金属,739635397,,,,912,铅锌矿采选,,
成县官店扶贫福利铅锌联营选矿厂,甘肃省,621221,2015,重金属,789606834
广西北山矿业发展,广西壮族自治区,451226,2015,重金属,20086560701,,,,912,铅锌矿采选,,
广西环江茂晨矿冶,广西壮族自治区,451226,2015,重金属,796846385,,,,3212,铅锌冶炼,,
广西环江银河,广西壮族自治区,451226,2015,重金属,200956365,,,,912,铅锌矿采选,,
广西环江银河,广西壮族自治区,451226,2015,重金属,200956365,,,,912,铅锌矿采选,,
环江金泰矿业,广西壮族自治区,451226,2015,重金属,7565163062,,,,912,铅锌矿采选,,
环江县金泰矿业,广西壮族自治区,451226,2015,重金属,756516306,,,,912,铅锌矿采选,,
环江毛南族自治县新发矿业,广西壮族自治区,451226,2015,重金属,747996109,,,,912,铅锌矿采选,,
清远市清城区龙塘金盛电镀厂,广东省,441802,2015,重金属,745502208,,,,3360,金属表面处理及热处理加工,,
广东豪美铝业,广东省,441802,2015,重金属,765734276,,,,3269,其他有色金属压延加工,,
江西铜业（清远）,广东省,441802,2015,重金属,796282524,,,,3311,金属结构制造,,
清远市环宇铜业,广东省,441802,2015,重金属,68240698X
清远市龙塘黄埔电镀实业,广东省,441802,2015,重金属,734129639,,,,3360,金属表面处理及热处理加工,,
广东奥克莱电源,广东省,441802,2015,重金属,725074437
清远市清城区振威皮革厂,广东省,441802,2015,重金属,G33793488,,,,1910,皮革鞣制加工,,
清远市信和实业,广东省,441802,2015,重金属,769315116,,,,3732,非金属船舶制造,,
清远市兴域铝业,广东省,441802,2015,重金属,758342522,,,,3262,铝压延加工,,
清远市亿源电源,广东省,441802,2015,重金属,752890376,,,,3849,其他电池制造,,
清远市尤尼电源科技,广东省,441802,2015,重金属,678876655,,,,3849,其他电池制造,,
塞拉尼斯（南京）多元化工,江苏省,320116,2015,危险废物,780689071,,,,2614,有机化学原料制造,,
西和县孙家沟铅锌氧化矿浮选厂,甘肃省,621225,2015,重金属,225790699,,,,912,铅锌矿采选,,
