地方政府回应数(Y),微博投诉@数(X),@回应比例,地方政府回应的投诉发帖数,投诉发帖数,投诉回应比例,污染所在地区(S),人均国内生产总值(PGDP),企业特征(Enterprise),政府部门,政府部门级别,行政区划,企业名称,法人编号,污染所在地,行政编号,总转发量(Forward_all),总评论量(Comment_all),总点赞量(Praise_all),平均转发量(Forward),平均评论量(Comment),平均点赞量(Praise),中央/上级政府关注(Position),森林覆盖率(Forest),工业发电量(Industry),年份(year),平均回应时间/秒(Diff)
1,8,0.125,1.0,1.0,1.0,1,,,寿光环境,县,寿光市,华电莱州发电,559920211,山东省,370683,36,3,2,36.0,3.0,2.0,0.0,16.73,5329.27,2015,4278.0
0,3,0.0,0.0,2.0,0.0,1,,,嘉兴环境保护,市,浙江省嘉兴市,嘉兴石化,550514946,浙江省,330000,29,113,21,14.5,56.5,10.5,0.0,59.07,3197.66,2015,0
2,6,0.3333,2.0,2.0,1.0,1,,,浙江环保,省,浙江省,浙江温州特鲁莱发电,70432083800,浙江省,330382,2,12,2,1.0,6.0,1.0,0.0,59.07,3197.66,2015,37692.0
1,1,1.0,1.0,1.0,1.0,1,,,潍坊环保,市,潍坊市,潍坊康达环保水务,68483964X,山东省,370703,0,5,1,0.0,5.0,1.0,0.0,16.73,5329.27,2015,93581.0
0,1,0.0,0.0,1.0,0.0,1,,,广州环保,市,广州市,广州发电厂,190663314,广东省,440103,0,0,0,0.0,0.0,0.0,0.0,51.26,4263.66,2015,0
0,1,0.0,0.0,1.0,0.0,0,,,重庆环保,省,重庆省重庆市,重庆市排水,20283835401,重庆市,500108,0,0,0,0.0,0.0,0.0,0.0,38.43,701.19,2015,0
1,1,1.0,1.0,1.0,1.0,1,,,临沂环境,市,临沂市,临沂进民水务,782306337,山东省,371329,4,1,0,4.0,1.0,0.0,0.0,16.73,5329.27,2015,639.0
0,2,0.0,0.0,2.0,0.0,1,,,淄博环保,市,淄博市,沂源县源能热电,168612940,山东省,370323,1,2,2,0.5,1.0,1.0,0.0,16.73,5329.27,2015,0
1,8,0.125,1.0,1.0,1.0,1,,,安丘环保,县,安丘市,山东巨润建材,672204911,山东省,371724,36,3,2,36.0,3.0,2.0,0.0,16.73,5329.27,2015,4278.0
0,2,0.0,0.0,2.0,0.0,0,,,马鞍山市环境保护局,市,鞍山市,皖能马鞍山发电,683615820,安徽省,340503,0,1,0,0.0,0.5,0.0,0.0,27.53,2252.69,2015,0
0,1,0.0,0.0,1.0,0.0,0,,,江西环保,省,江西省,赣州齐飞新材料,66202700X,江西省,360728,0,1,0,0.0,1.0,0.0,0.0,60.01,1085.35,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,镇江环保局,市,镇江市,国电江苏谏壁发电,733742773,江苏省,321102,0,1,0,0.0,1.0,0.0,0.0,15.8,4709.37,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,临沂环境,市,临沂市,临沂市第二污水处理厂,699693479,山东省,371311,1,0,1,1.0,0.0,1.0,0.0,16.73,5329.27,2015,0
0,2,0.0,0.0,1.0,0.0,0,,,长春市环境保护局,市,吉林省长春市,国电吉林江南热电,677324939,吉林省,220211,0,0,0,0.0,0.0,0.0,0.0,40.38,760.26,2015,0
1,1,1.0,1.0,1.0,1.0,1,,,临沂环境,市,临沂市,莒南嘉诚水质净化,58309163601,山东省,371327,5,2,2,5.0,2.0,2.0,0.0,16.73,5329.27,2015,4002.0
0,2,0.0,0.0,2.0,0.0,1,,,上海环境,省,上海省上海市,上海吴泾第二发电,631639185,上海市,310112,3,2,1,1.5,1.0,0.5,0.0,10.74,807.29,2015,0
1,8,0.125,1.0,1.0,1.0,1,,,海阳环境,县,山东省海阳市,华电莱州发电,559920211,山东省,370683,36,3,2,36.0,3.0,2.0,0.0,16.73,5329.27,2015,4278.0
0,1,0.0,0.0,1.0,0.0,1,,,天津环保发布,省,天津省天津市,提珂隆（天津）表面技术,761293653,天津市,120116,1,1,0,1.0,1.0,0.0,0.0,9.87,617.55,2015,0
0,2,0.0,0.0,2.0,0.0,1,,,东莞环保办,县,山东省,广东韶关钢铁集团,191521916,广东省,440205,0,1,0,0.0,0.5,0.0,0.0,51.26,4263.66,2015,0
0,2,0.0,0.0,1.0,0.0,1,,,德州环境,市,山东省德州市,山东莱钢永锋钢铁,740210513,山东省,371425,9,0,0,9.0,0.0,0.0,0.0,16.73,5329.27,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,浙江环保,省,浙江省,临安市於潜城镇建设开发,694563966,浙江省,330185,0,1,1,0.0,1.0,1.0,0.0,59.07,3197.66,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,北京市环保局总量处,省,北京省北京市,河北建投宣化热电,792675945,河北省,130705,0,0,0,0.0,0.0,0.0,0.0,23.41,2630.59,2015,0
1,4,0.25,1.0,1.0,1.0,1,,,沂南环境,县,山东省临沂市沂南县,山东太合食品,66195395X,山东省,371321,10,5,1,10.0,5.0,1.0,0.0,16.73,5329.27,2015,94531.0
1,8,0.125,1.0,1.0,1.0,1,,,淄博环保,市,淄博市,华电莱州发电,559920211,山东省,370683,36,3,2,36.0,3.0,2.0,0.0,16.73,5329.27,2015,4278.0
0,1,0.0,0.0,1.0,0.0,1,,,东莞环保,市,东莞市,东莞市汇隆特种纸业,281832777,广东省,440000,0,0,0,0.0,0.0,0.0,0.0,51.26,4263.66,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,江苏环保,省,江苏省,吴江市七都庙港污水处理厂,668374248,江苏省,320584,6,7,0,6.0,7.0,0.0,0.0,15.8,4709.37,2015,0
1,1,1.0,1.0,1.0,1.0,1,,,珠海环保,市,广东省,珠海威立雅水务污水处理,745507164,广东省,440000,2,3,0,2.0,3.0,0.0,0.0,51.26,4263.66,2015,1785007.0
0,1,0.0,0.0,1.0,0.0,0,,,陕西环保,省,陕西省,长庆油田第二采油厂,92604199X,甘肃省,621021,1,0,0,1.0,0.0,0.0,0.0,11.28,1214.33,2015,0
0,2,0.0,0.0,1.0,0.0,0,,,贵州环保365,省,贵州省,务川自治县银昱矿产,675446027,贵州省,520000,0,0,0,0.0,0.0,0.0,0.0,37.09,1903.99,2015,0
1,23,0.0435,1.0,7.0,0.1429,1,,,港城环保,市,连云港市,南京化学工业,134751600,江苏省,320116,29,26,8,4.1429,3.7143,1.1429,0.0,15.8,4709.37,2015,62188.0
0,2,0.0,0.0,2.0,0.0,0,,,新疆环境保护厅,省,新疆省自治区,新疆广汇新能源,792268282,新疆维吾尔自治区,650522,0,0,0,0.0,0.0,0.0,0.0,4.24,2719.13,2015,0
1,8,0.125,1.0,1.0,1.0,1,,,安丘环保,县,安丘市,安丘盛源热电,165645544,山东省,370784,36,3,2,36.0,3.0,2.0,0.0,16.73,5329.27,2015,4278.0
0,1,0.0,0.0,1.0,0.0,1,,,环保东营,市,山东省东营市,山东万达热电,766657356,山东省,370521,2,0,0,2.0,0.0,0.0,0.0,16.73,5329.27,2015,0
0,2,0.0,0.0,1.0,0.0,1,,,港城环保,市,连云港市,中国石化集团南京化学工业,834764058,江苏省,320703,2,0,1,2.0,0.0,1.0,0.0,15.8,4709.37,2015,0
0,4,0.0,0.0,2.0,0.0,0,,,西安环保,市,陕西省西安市,西安西联供热,791659337,陕西省,610104,0,1,1,0.0,0.5,0.5,0.0,41.42,1757.41,2015,0
0,3,0.0,0.0,1.0,0.0,1,,,盐城环保,市,盐城市,江苏磊达股份,14256091900,江苏省,320981,0,1,4,0.0,1.0,4.0,0.0,15.8,4709.37,2015,0
0,2,0.0,0.0,2.0,0.0,1,,,上海环境,省,上海省上海市,上海吴泾发电,73621794X,上海市,310112,3,2,1,1.5,1.0,0.5,0.0,10.74,807.29,2015,0
5,14,0.3571,5.0,6.0,0.8333,1,,,青岛环保,市,山东省青岛市,青岛钢铁,163565778,山东省,370213,22,22,0,3.6667,3.6667,0.0,0.0,16.73,5329.27,2015,18144.0
0,1,0.0,0.0,1.0,0.0,0,,,重庆环保,省,重庆省重庆市,重庆市李家沱排水,663581088,重庆市,500113,0,0,0,0.0,0.0,0.0,0.0,38.43,701.19,2015,0
2,13,0.1538,2.0,3.0,0.6667,1,,,沂南环境,县,山东省临沂市沂南县,沂南县污水处理厂,782306337,山东省,371321,12,19,5,4.0,6.3333,1.6667,0.0,16.73,5329.27,2015,102438.0
0,1,0.0,0.0,1.0,0.0,1,,,姑苏环保宣教,县,江苏省苏州市姑苏区,苏州紫兴纸业,608199820,江苏省,320000,0,0,0,0.0,0.0,0.0,0.0,15.8,4709.37,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,东莞环保,市,东莞市,东莞德永佳纺织制衣,618116689,广东省,440000,0,0,0,0.0,0.0,0.0,0.0,51.26,4263.66,2015,0
0,4,0.0,0.0,2.0,0.0,1,,,菏泽环境,市,菏泽市,山东巨润建材,672204911,山东省,371724,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2015,0
0,2,0.0,0.0,1.0,0.0,1,,,茌平环境,县,山东省聊城市茌平县,茌平信源铝业,769712453,山东省,371523,0,1,0,0.0,1.0,0.0,0.0,16.73,5329.27,2015,0
1,14,0.0714,1.0,8.0,0.125,1,,,浙江环保,省,浙江省,浙江维艺实业股份,717681990,浙江省,330000,1,7,0,0.125,0.875,0.0,0.0,59.07,3197.66,2015,74246.0
4,21,0.1905,4.0,5.0,0.8,1,,,临沂环境,市,临沂市,沂南县污水处理厂,782306337,山东省,371321,15,29,11,3.0,5.8,2.2,0.0,16.73,5329.27,2015,75470.75
1,2,0.5,1.0,1.0,1.0,0,,,江苏环保,省,江苏省,城北污水处理厂,793547355,重庆市,500112,0,24,0,0.0,24.0,0.0,0.0,38.43,701.19,2015,7257.0
2,12,0.1667,2.0,2.0,1.0,1,,,临沭环保,县,山东省临沭县,临沭县清源污水处理厂,778425819,山东省,371329,0,26,0,0.0,13.0,0.0,0.0,16.73,5329.27,2015,10855.0
2,7,0.2857,1.0,3.0,0.3333,1,,,山东环境,省,山东省,潍坊第二热电,735761513,山东省,370703,3,11,4,1.0,3.6667,1.3333,0.0,16.73,5329.27,2015,657828.0
0,1,0.0,0.0,1.0,0.0,0,,,新疆环境保护厅,省,新疆省自治区,新疆昕昊达矿业,6827063333,新疆维吾尔自治区,650500,0,1,0,0.0,1.0,0.0,0.0,4.24,2719.13,2015,0
2,4,0.5,2.0,2.0,1.0,1,,,沈阳环保,市,沈阳市,沈阳华润热电,604606521,辽宁省,210000,0,6,0,0.0,3.0,0.0,0.0,38.24,1778.76,2015,623.0
1,2,0.5,1.0,1.0,1.0,1,,,山东环境,省,山东省,临沂江鑫钢铁,753547035,山东省,371311,10,6,2,10.0,6.0,2.0,0.0,16.73,5329.27,2015,618.0
0,5,0.0,0.0,5.0,0.0,1,,,广州环保,市,广州市,广州华润热电,783761729,广东省,440115,1,1,0,0.2,0.2,0.0,0.0,51.26,4263.66,2015,0
5,33,0.1515,5.0,14.0,0.3571,1,,,余姚市环保局12369,县,余姚市,宁波众茂热电姚北热电,75627217X,浙江省,330281,3,15,1,0.2143,1.0714,0.0714,0.0,59.07,3197.66,2015,134337.6
4,11,0.3636,4.0,5.0,0.8,1,,,珠海环保,市,广东省,珠海方正科技高密电子,769320863,广东省,440000,2,16,1,0.4,3.2,0.2,0.0,51.26,4263.66,2015,543590.25
2,4,0.5,2.0,2.0,1.0,1,,,山东环境,省,山东省,青岛热电股份,264629208,山东省,370203,0,0,1,0.0,0.0,0.5,0.0,16.73,5329.27,2015,2558572.0
0,2,0.0,0.0,1.0,0.0,1,,,无锡环保,市,无锡市,江阴市山泉污水处理厂,765896005,江苏省,320281,2,5,0,2.0,5.0,0.0,0.0,15.8,4709.37,2015,0
2,18,0.1111,2.0,6.0,0.3333,1,,,山东环境,省,山东省,威海蓝星玻璃股份,724990353,山东省,371063,1,13,0,0.1667,2.1667,0.0,0.0,16.73,5329.27,2015,5271407.0
1,14,0.0714,1.0,4.0,0.25,1,,,滕州环保,县,山东省滕州市,滕州金晶玻璃,793933037,山东省,370481,27,14,2,6.75,3.5,0.5,0.0,16.73,5329.27,2015,1575.0
0,1,0.0,0.0,1.0,0.0,1,,,杭州环保,市,浙江省杭州市,杭州东南毛纺织染整,143587806,浙江省,330000,0,0,0,0.0,0.0,0.0,0.0,59.07,3197.66,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,福州环保,市,福州市,福建海峡环保,73954827700,福建省,350111,6,0,2,6.0,0.0,2.0,0.0,65.95,2007.43,2015,0
2,9,0.2222,2.0,3.0,0.6667,1,,,山东环境,省,山东省,山东黄金矿业（莱州）,797343333,山东省,370683,53,9,5,17.6667,3.0,1.6667,0.0,16.73,5329.27,2015,33866.0
0,2,0.0,0.0,1.0,0.0,1,,,建德环保,县,浙江省建德市,建德海螺水泥,733823311,浙江省,330182,5,2,1,5.0,2.0,1.0,0.0,59.07,3197.66,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,佛山环保,市,佛山市,佛山恒益发电,617629319,广东省,440607,0,0,0,0.0,0.0,0.0,0.0,51.26,4263.66,2015,0
0,13,0.0,0.0,13.0,0.0,0,,,武汉环保,市,武汉市,武汉高新热电,271931552,湖北省,420000,5,5,1,0.3846,0.3846,0.0769,0.0,38.4,2479.02,2015,0
0,3,0.0,0.0,3.0,0.0,1,,,上海环境,省,上海省上海市,中海工业（上海长兴）,60736415000,上海市,310230,2,4,0,0.6667,1.3333,0.0,0.0,10.74,807.29,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,保定市环保局微博,市,河北省保定市,大唐保定热电厂,805943583,河北省,130600,0,0,0,0.0,0.0,0.0,0.0,23.41,2630.59,2015,0
14,20,0.7,8.0,12.0,0.6667,1,,,山东环境,省,山东省,山东金晶科技股份,265127242,山东省,370000,6,7,2,0.5,0.5833,0.1667,0.0833,16.73,5329.27,2015,3386535.875
1,8,0.125,1.0,1.0,1.0,1,,,莱州环境,县,山东省莱州市,山东巨润建材,672204911,山东省,371724,36,3,2,36.0,3.0,2.0,0.0,16.73,5329.27,2015,4278.0
0,1,0.0,0.0,1.0,0.0,0,,,环保北京,省,北京省北京市,山西兴能发电,746034872,山西省,140181,0,0,0,0.0,0.0,0.0,0.0,18.03,2535.08,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,临沂环境,市,临沂市,山东黄金归来庄矿业,720734176,山东省,371326,1,0,1,1.0,0.0,1.0,0.0,16.73,5329.27,2015,0
0,2,0.0,0.0,2.0,0.0,0,,,陕西环保,省,陕西省,神木县恒东煤化工,677910532,陕西省,610821,0,0,0,0.0,0.0,0.0,0.0,41.42,1757.41,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,天津环保发布,省,天津省天津市,天津渤化永利热电,681880348,天津市,120116,2,2,2,2.0,2.0,2.0,0.0,9.87,617.55,2015,0
0,3,0.0,0.0,3.0,0.0,1,,,聊城环境,市,聊城市,华能聊城热电,743384762,山东省,371502,1,2,2,0.3333,0.6667,0.6667,0.0,16.73,5329.27,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,山东环境,省,山东省,亚太森博（山东）浆纸,613803877,山东省,370000,0,2,0,0.0,2.0,0.0,0.0,16.73,5329.27,2015,0
3,10,0.3,3.0,4.0,0.75,1,,,环保东营,市,山东省东营市,东营鲁方金属材料,785028651,山东省,370000,10,12,10,2.5,3.0,2.5,0.0,16.73,5329.27,2015,52912.0
0,2,0.0,0.0,1.0,0.0,0,,,陕西环保,省,陕西省,府谷县玉丰镁合金,691146622,陕西省,610822,0,1,0,0.0,1.0,0.0,0.0,41.42,1757.41,2015,0
0,8,0.0,0.0,4.0,0.0,1,,,环保北京,省,北京省北京市,中国耀华玻璃集团,100013968,河北省,130302,12,9,3,3.0,2.25,0.75,0.0,23.41,2630.59,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,无锡环保,市,无锡市,健鼎（无锡）电子,72443105X00,江苏省,320205,1,5,1,1.0,5.0,1.0,0.0,15.8,4709.37,2015,0
4,17,0.2353,3.0,9.0,0.3333,1,,,淄博环保,市,淄博市,山东金晶科技股份,265127242,山东省,370000,5,9,3,0.5556,1.0,0.3333,0.0,16.73,5329.27,2015,1533440.3333
4,10,0.4,4.0,4.0,1.0,0,,,巢湖环保,县,安徽省巢湖市,华能巢湖发电,667928501,安徽省,340000,10,20,1,2.5,5.0,0.25,0.0,27.53,2252.69,2015,335050.25
2,12,0.1667,2.0,2.0,1.0,1,,,临沂环境,市,临沂市,临沭县清源污水处理厂,778425819,山东省,371329,0,26,0,0.0,13.0,0.0,0.0,16.73,5329.27,2015,10855.0
0,10,0.0,0.0,6.0,0.0,0,,,铜陵环保,市,安徽省铜陵市,铜陵有色金属集团公司金昌冶炼厂,728511794,安徽省,340702,29,25,10,4.8333,4.1667,1.6667,0.0,27.53,2252.69,2015,0
2,4,0.5,2.0,2.0,1.0,1,,,青岛环保,市,山东省青岛市,青岛热电股份,264629208,山东省,370203,0,0,1,0.0,0.0,0.5,0.0,16.73,5329.27,2015,2558572.0
0,1,0.0,0.0,1.0,0.0,0,,,江西环保,省,江西省,江西省洪城水业环保,556000962,江西省,361125,1,0,0,1.0,0.0,0.0,0.0,60.01,1085.35,2015,0
1,5,0.2,1.0,1.0,1.0,1,,,浙江环保,省,浙江省,浙江国华浙能发电,741035171,浙江省,330226,3,9,0,3.0,9.0,0.0,0.0,59.07,3197.66,2015,82005.0
1,8,0.125,1.0,1.0,1.0,1,,,海阳环境,县,山东省海阳市,山东巨润建材,672204911,山东省,371724,36,3,2,36.0,3.0,2.0,0.0,16.73,5329.27,2015,4278.0
0,1,0.0,0.0,1.0,0.0,0,,,江西环保,省,江西省,江西玉山万年青水泥,73918862X,江西省,361123,0,0,0,0.0,0.0,0.0,0.0,60.01,1085.35,2015,0
0,2,0.0,0.0,1.0,0.0,0,,,成都环保,市,成都市,广安诚信化工,667429008,四川省,510000,2,0,0,2.0,0.0,0.0,0.0,35.22,3273.85,2015,0
1,3,0.3333,1.0,1.0,1.0,1,,,滨州环保,市,滨州市,邹平县长山镇公共供热中心,565218955,山东省,371626,1,3,0,1.0,3.0,0.0,0.0,16.73,5329.27,2015,617.0
0,3,0.0,0.0,3.0,0.0,0,,,新疆环境保护厅,省,新疆省自治区,新疆钢铁雅满苏矿业,71076734502,新疆维吾尔自治区,650500,0,0,0,0.0,0.0,0.0,0.0,4.24,2719.13,2015,0
1,8,0.125,1.0,1.0,1.0,1,,,寿光环境,县,寿光市,华电潍坊发电,165423394,山东省,370000,36,3,2,36.0,3.0,2.0,0.0,16.73,5329.27,2015,4278.0
1,3,0.3333,1.0,1.0,1.0,1,,,山东环境,省,山东省,邹平县长山镇公共供热中心,565218955,山东省,371626,1,3,0,1.0,3.0,0.0,0.0,16.73,5329.27,2015,617.0
1,7,0.1429,1.0,1.0,1.0,1,,,沂南环境,县,山东省临沂市沂南县,平邑县第二污水处理厂,562519381,山东省,371326,2,9,3,2.0,9.0,3.0,0.0,16.73,5329.27,2015,96795.0
2,14,0.1429,2.0,2.0,1.0,1,,,富阳环保,县,浙江省富阳市,浙江成功纸业,75721094X,浙江省,330183,0,10,0,0.0,5.0,0.0,0.0,59.07,3197.66,2015,114324.0
0,1,0.0,0.0,1.0,0.0,0,,,淮南环保,市,安徽省淮南市,安徽电力股份,850224721,安徽省,340403,1,1,1,1.0,1.0,1.0,0.0,27.53,2252.69,2015,0
0,2,0.0,0.0,2.0,0.0,1,,,佛山环保,市,佛山市,佛山市三水佳利达纺织染,559126579,广东省,440607,0,1,0,0.0,0.5,0.0,0.0,51.26,4263.66,2015,0
2,9,0.2222,2.0,2.0,1.0,1,,,西湖环保,市,浙江省杭州市,杭州广丰纸业,745820345,浙江省,330183,1,14,0,0.5,7.0,0.0,0.0,59.07,3197.66,2015,445551.0
0,4,0.0,0.0,4.0,0.0,0,,,淮南环保,市,安徽省淮南市,大唐淮南洛河发电厂,850224959,安徽省,340402,0,0,0,0.0,0.0,0.0,0.0,27.53,2252.69,2015,0
1,31,0.0323,1.0,16.0,0.0625,1,,,绍兴-环保,市,浙江省绍兴市,浙江绍兴永利印染,704484728,浙江省,330000,13,8,0,0.8125,0.5,0.0,0.0,59.07,3197.66,2015,74402.0
1,2,0.5,1.0,2.0,0.5,1,,,临沂环境,市,临沂市,临沂中联水泥,754478297,山东省,371324,3,6,2,1.5,3.0,1.0,0.0,16.73,5329.27,2015,62584.0
0,3,0.0,0.0,2.0,0.0,0,,,西安环保,市,陕西省西安市,西安热电,74281218X,陕西省,610000,5,48,15,2.5,24.0,7.5,0.0,41.42,1757.41,2015,0
0,1,0.0,0.0,1.0,0.0,0,,,绿色郑州,市,郑州市,中国联合水泥集团,755160926,河南省,411324,0,0,0,0.0,0.0,0.0,0.0,21.5,2652.66,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,上海环境,省,上海省上海市,上海梅山钢铁股份,134872859,江苏省,320114,0,0,0,0.0,0.0,0.0,0.0,15.8,4709.37,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,郯城环境,县,山东省临沂市郯城县,山东阳煤恒通化工股份,613999830,山东省,371322,1,0,2,1.0,0.0,2.0,0.0,16.73,5329.27,2015,0
0,2,0.0,0.0,2.0,0.0,0,,,武汉环保,市,武汉市,武汉长利玻璃（汉南）,781997922,湖北省,420113,0,1,0,0.0,0.5,0.0,0.0,38.4,2479.02,2015,0
1,8,0.125,1.0,1.0,1.0,1,,,海阳环境,县,山东省海阳市,华电潍坊发电,165423394,山东省,370000,36,3,2,36.0,3.0,2.0,0.0,16.73,5329.27,2015,4278.0
0,5,0.0,0.0,5.0,0.0,0,,,武汉环保,市,武汉市,明达玻璃（武汉） ,737545144,湖北省,420161,3,8,0,0.6,1.6,0.0,0.0,38.4,2479.02,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,珠海环保,市,广东省,珠海市名门水质净化,792902001,广东省,440403,0,0,0,0.0,0.0,0.0,0.0,51.26,4263.66,2015,0
1,8,0.125,1.0,2.0,0.5,1,,,莱州环境,县,山东省莱州市,山东黄金矿业（莱州）,797343333,山东省,370683,26,5,5,13.0,2.5,2.5,0.0,16.73,5329.27,2015,61700.0
1,4,0.25,1.0,1.0,1.0,1,,,临沂环境,市,临沂市,山东新银麦啤酒,78715752900,山东省,371328,0,1,0,0.0,1.0,0.0,0.0,16.73,5329.27,2015,416.0
1,6,0.1667,1.0,5.0,0.2,1,,,绍兴-环保,市,浙江省绍兴市,绍兴市中环再生能源发展,78293080X,浙江省,330000,0,2,1,0.0,0.4,0.2,0.0,59.07,3197.66,2015,262300.0
5,33,0.1515,5.0,14.0,0.3571,1,,,余姚市环保局12369,县,余姚市,宁波众茂姚北热电,75627217X,浙江省,330281,3,15,1,0.2143,1.0714,0.0714,0.0,59.07,3197.66,2015,134337.6
1,8,0.125,1.0,1.0,1.0,1,,,潍坊环保,市,潍坊市,华电潍坊发电,165423394,山东省,370000,36,3,2,36.0,3.0,2.0,0.0,16.73,5329.27,2015,4278.0
0,2,0.0,0.0,2.0,0.0,0,,,呼和浩特市环保,市,内蒙古省浩特市,内蒙古神舟硅业,660974935,内蒙古自治区,150105,1,1,1,0.5,0.5,0.5,0.0,21.03,3949.81,2015,0
0,3,0.0,0.0,1.0,0.0,0,,,陕西环保沙龙,省,陕西省,陕西延长石油,223937474,陕西省,610824,1,2,0,1.0,2.0,0.0,0.0,41.42,1757.41,2015,0
0,5,0.0,0.0,3.0,0.0,0,,,铜川环保,市,陕西省铜川市,铜川声威建材,755224002,陕西省,610202,5,1,12,1.6667,0.3333,4.0,0.0,41.42,1757.41,2015,0
0,2,0.0,0.0,2.0,0.0,0,,,合肥环保,市,安徽省合肥市,安徽巢东水泥股份,697379910,安徽省,340000,0,0,0,0.0,0.0,0.0,0.0,27.53,2252.69,2015,0
1,3,0.3333,1.0,3.0,0.3333,0,,,郯城环境,县,山东省临沂市郯城县,城区污水处理厂,670158405,山西省,140825,6,1,7,2.0,0.3333,2.3333,0.0,18.03,2535.08,2015,3864.0
0,1,0.0,0.0,1.0,0.0,1,,,绍兴-环保,市,浙江省绍兴市,浙江稽山特宽幅印花,684522271,浙江省,330000,0,0,0,0.0,0.0,0.0,0.0,59.07,3197.66,2015,0
0,2,0.0,0.0,2.0,0.0,0,,,四川环保,省,四川省,达州市泰昕炉料,744686340,四川省,511702,0,1,0,0.0,0.5,0.0,0.0,35.22,3273.85,2015,0
1,1,1.0,1.0,1.0,1.0,1,,,临沂环境,市,临沂市,山东阳煤恒通化工股份,613999830,山东省,371322,2,1,0,2.0,1.0,0.0,0.0,16.73,5329.27,2015,824.0
0,2,0.0,0.0,2.0,0.0,1,,,东莞环保,市,东莞市,广东理文造纸,752885796,广东省,440000,0,0,0,0.0,0.0,0.0,0.0,51.26,4263.66,2015,0
6,45,0.1333,6.0,11.0,0.5455,1,,,山东环境,省,山东省,淄博市傅山焦化,74988539X,山东省,370000,12,39,9,1.0909,3.5455,0.8182,0.0,16.73,5329.27,2015,333168.0
5,30,0.1667,5.0,5.0,1.0,1,,,杭州环保,市,浙江省杭州市,杭州广丰纸业,745820345,浙江省,330183,1,35,0,0.2,7.0,0.0,0.0,59.07,3197.66,2015,386650.2
0,1,0.0,0.0,1.0,0.0,0,,,淮南环保,市,安徽省淮南市,淮浙煤电,777386168,安徽省,340421,1,1,0,1.0,1.0,0.0,0.0,27.53,2252.69,2015,0
3,6,0.5,3.0,4.0,0.75,1,,,珠海环保,市,广东省,广东珠海金湾发电,717859111,广东省,440000,1,24,1,0.25,6.0,0.25,0.0,51.26,4263.66,2015,396009.3333
0,4,0.0,0.0,3.0,0.0,0,,,湘潭市环境保护局,市,湖南省湘潭市,湘电集团,184686763,湖南省,430304,10,3,5,3.3333,1.0,1.6667,0.0,47.77,1385.09,2015,0
1,2,0.5,1.0,1.0,1.0,0,,,无锡环保,市,无锡市,城北污水处理厂,793547355,重庆市,500112,0,24,0,0.0,24.0,0.0,0.0,38.43,701.19,2015,7257.0
0,14,0.0,0.0,9.0,0.0,1,,,唐山市环境保护局,市,河北省唐山市,唐山三友热电,777701906,河北省,130000,0,4,1,0.0,0.4444,0.1111,0.0,23.41,2630.59,2015,0
0,2,0.0,0.0,1.0,0.0,1,,,扬州环保,市,江苏省扬州市,扬州第二发电,140861574,江苏省,321003,0,0,0,0.0,0.0,0.0,0.0,15.8,4709.37,2015,0
0,2,0.0,0.0,1.0,0.0,1,,,市中环保,县,济南市市中区,山东水泥厂,163156202,山东省,370402,0,0,3,0.0,0.0,3.0,0.0,16.73,5329.27,2015,0
1,5,0.2,1.0,1.0,1.0,1,,,富阳环保,县,浙江省富阳市,杭州东大纸业,754412415,浙江省,330183,0,3,0,0.0,3.0,0.0,0.0,59.07,3197.66,2015,16561.0
2,1,2.0,1.0,1.0,1.0,1,,,山东环境,省,山东省,山东球墨铸铁管,614072500,山东省,370112,13,16,2,13.0,16.0,2.0,1.0,16.73,5329.27,2015,2478348.0
0,2,0.0,0.0,2.0,0.0,1,,,金华市环保局,市,金华市,浙江凯丰纸业,75395845980,浙江省,330825,0,1,1,0.0,0.5,0.5,0.0,59.07,3197.66,2015,0
0,5,0.0,0.0,3.0,0.0,0,,,西安环保,市,陕西省西安市,西安市城北供热,75020440801,陕西省,610000,1,12,11,0.3333,4.0,3.6667,0.0,41.42,1757.41,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,珠海环保,市,广东省,珠海力合环保,74172432100,广东省,440402,0,0,0,0.0,0.0,0.0,0.0,51.26,4263.66,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,绍兴-环保,市,浙江省绍兴市,绍兴市独树印染,715488839,浙江省,330000,1,1,1,1.0,1.0,1.0,0.0,59.07,3197.66,2015,0
