地方政府回应数(Y),微博投诉@数(X),@回应比例,地方政府回应的投诉发帖数,投诉发帖数,投诉回应比例,污染所在地区(S),人均国内生产总值(PGDP),企业特征(Enterprise),政府部门,政府部门级别,行政区划,企业名称,法人编号,污染所在地,行政编号,总转发量(Forward_all),总评论量(Comment_all),总点赞量(Praise_all),平均转发量(Forward),平均评论量(Comment),平均点赞量(Praise),中央/上级政府关注(Position),森林覆盖率(Forest),工业发电量(Industry),年份(year),平均回应时间/秒(Diff)
0,2,0.0,0.0,1.0,0.0,0,,,绿水青山总关情,省,湖南省,湖南金大地材料股份,717020201,湖南省,431221,2,4,0,2.0,4.0,0.0,0.0,47.77,1385.09,2014,0
0,7,0.0,0.0,4.0,0.0,1,,,浙江环保,省,浙江省,杭州朝阳橡胶,704212714,浙江省,330000,29,19,1,7.25,4.75,0.25,0.0,59.07,3197.66,2014,0
0,3,0.0,0.0,3.0,0.0,0,,,中卫市环保,市,宁夏省中卫市,中宁县锦宁铝镁新材料,694309204,宁夏回族自治区,640521,0,11,0,0.0,3.6667,0.0,0.0,11.89,1144.38,2014,0
0,21,0.0,0.0,7.0,0.0,1,,,茌平环境,县,山东省聊城市茌平县,茌平信源铝业,769712453,山东省,371523,12,11,0,1.7143,1.5714,0.0,0.0,16.73,5329.27,2014,0
0,1,0.0,0.0,1.0,0.0,0,,,山东环境,省,山东省,城北污水处理厂,793547355,重庆市,500112,1,1,2,1.0,1.0,2.0,0.0,38.43,701.19,2014,0
0,2,0.0,0.0,1.0,0.0,1,,,浙江环保,省,浙江省,浙江浙能乐清发电,77570367600,浙江省,330382,0,1,0,0.0,1.0,0.0,0.0,59.07,3197.66,2014,0
0,6,0.0,0.0,1.0,0.0,1,,,黄岛环保,县,青岛市,青岛后海热电,743959706,山东省,370213,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2014,0
1,2,0.5,1.0,1.0,1.0,1,,,德州平原环保,县,山东省平原县,平原方源纸业,588781812,山东省,371426,11,3,1,11.0,3.0,1.0,0.0,16.73,5329.27,2014,244987.0
0,7,0.0,0.0,2.0,0.0,1,,,浙江环保,省,浙江省,浙江浙能温州发电,84504177900,浙江省,330382,0,3,0,0.0,1.5,0.0,0.0,59.07,3197.66,2014,0
0,2,0.0,0.0,1.0,0.0,1,,,淄博环保,市,淄博市,华电淄博热电,734704736,山东省,370303,0,1,0,0.0,1.0,0.0,0.0,16.73,5329.27,2014,0
0,9,0.0,0.0,4.0,0.0,1,,,浙江环保,省,浙江省,台州发电厂,84888161800,浙江省,331002,9,10,0,2.25,2.5,0.0,0.0,59.07,3197.66,2014,0
0,18,0.0,0.0,11.0,0.0,1,,,金华市环保局,市,金华市,浙江巨宏热电,751903438,浙江省,330000,8,10,0,0.7273,0.9091,0.0,0.0,59.07,3197.66,2014,0
0,2,0.0,0.0,2.0,0.0,0,,,合肥环保,市,安徽省合肥市,安徽巢东水泥股份,697379910,安徽省,340000,5,3,1,2.5,1.5,0.5,0.0,27.53,2252.69,2014,0
1,2,0.5,1.0,1.0,1.0,1,,,山东环境,省,山东省,华能济宁运河发电,7060926800,山东省,370811,6,3,0,6.0,3.0,0.0,0.0,16.73,5329.27,2014,114.0
0,4,0.0,0.0,4.0,0.0,0,,,绿色洛阳,市,洛阳市,洛阳双源热电,17112664400,河南省,410305,3,6,0,0.75,1.5,0.0,0.0,21.5,2652.66,2014,0
0,2,0.0,0.0,1.0,0.0,0,,,刘帅168,省,湖南省,湘潭红燕化工,18496409X00,湖南省,430321,20,7,2,20.0,7.0,2.0,0.0,47.77,1385.09,2014,0
0,2,0.0,0.0,1.0,0.0,1,,,刘帅168,省,湖南省,中山市天乙能源,783850019,广东省,440000,0,21,0,0.0,21.0,0.0,0.0,51.26,4263.66,2014,0
1,1,1.0,1.0,1.0,1.0,1,,,淄博环保,市,淄博市,山东齐星长山热电,745665445,山东省,371626,0,9,0,0.0,9.0,0.0,0.0,16.73,5329.27,2014,1029943.0
0,149,0.0,0.0,86.0,0.0,0,,,上海环境,省,上海省上海市,中国石化集团资产经营管理,662261779,湖北省,420804,109,109,3,1.2674,1.2674,0.0349,0.0,38.4,2479.02,2014,0
0,4,0.0,0.0,4.0,0.0,0,,,淮南环保,市,安徽省淮南市,安徽淮化集团,150224667,安徽省,340403,6,9,1,1.5,2.25,0.25,0.0,27.53,2252.69,2014,0
0,6,0.0,0.0,2.0,0.0,1,,,嘉兴环境保护,市,浙江省嘉兴市,嘉兴新嘉爱斯热电,769640170,浙江省,330411,0,4,0,0.0,2.0,0.0,0.0,59.07,3197.66,2014,0
0,2,0.0,0.0,1.0,0.0,1,,,浙江环保,省,浙江省,嘉兴东方钢帘线,609455240,浙江省,330000,1,0,0,1.0,0.0,0.0,0.0,59.07,3197.66,2014,0
0,2,0.0,0.0,1.0,0.0,1,,,南京环保,市,南京市,南京金浦锦湖化工,790434881,江苏省,320116,3,1,0,3.0,1.0,0.0,0.0,15.8,4709.37,2014,0
0,4,0.0,0.0,2.0,0.0,0,,,贵州环保365,省,贵州省,宜良红狮水泥,668256743,云南省,530125,5,4,0,2.5,2.0,0.0,0.0,50.03,2692.54,2014,0
0,4,0.0,0.0,2.0,0.0,1,,,浙江环保,省,浙江省,玉环伟明环保能源,557532821,浙江省,331021,0,8,0,0.0,4.0,0.0,0.0,59.07,3197.66,2014,0
0,1,0.0,0.0,1.0,0.0,0,,,贵州环保365,省,贵州省,贵州西电电力股份,745738253,贵州省,522424,0,3,0,0.0,3.0,0.0,0.0,37.09,1903.99,2014,0
2,6,0.3333,2.0,3.0,0.6667,1,,,杭州环保,市,浙江省杭州市,浙江航民股份,704277796,浙江省,330109,9,8,0,3.0,2.6667,0.0,0.0,59.07,3197.66,2014,44230.0
0,3,0.0,0.0,1.0,0.0,1,,,浙江环保,省,浙江省,宁波经济技术开发区热电,704834839,浙江省,330206,1,1,0,1.0,1.0,0.0,0.0,59.07,3197.66,2014,0
0,1,0.0,0.0,1.0,0.0,0,,,江西环保,省,江西省,国电九江发电厂,15930206X,江西省,360403,0,0,2,0.0,0.0,2.0,0.0,60.01,1085.35,2014,0
5,18,0.2778,5.0,5.0,1.0,1,,,江苏环保,省,江苏省,张家港市沙洲纺织印染进出口,714076226,江苏省,320582,226,70,10,45.2,14.0,2.0,0.0,15.8,4709.37,2014,588441.6
1,3,0.3333,1.0,3.0,0.3333,1,,,浙江环保,省,浙江省,浙江浙能兰溪发电,75492287X,浙江省,330781,5,7,0,1.6667,2.3333,0.0,0.0,59.07,3197.66,2014,4410.0
0,2,0.0,0.0,1.0,0.0,1,,,山东环境,省,山东省,东营市西水集团热电,726687745,山东省,370523,0,1,0,0.0,1.0,0.0,0.0,16.73,5329.27,2014,0
0,2,0.0,0.0,1.0,0.0,0,,,刘帅168,省,湖南省,靖州金大地水泥,678030596,湖南省,430000,1,1,0,1.0,1.0,0.0,0.0,47.77,1385.09,2014,0
0,11,0.0,0.0,6.0,0.0,1,,,浙江环保,省,浙江省,杭州锦江绿色能源,720098923,浙江省,330110,11,9,1,1.8333,1.5,0.1667,0.0,59.07,3197.66,2014,0
0,3,0.0,0.0,3.0,0.0,1,,,沈阳环保,市,沈阳市,沈阳经济技术开发区热电,117756071,辽宁省,210000,1,3,0,0.3333,1.0,0.0,0.0,38.24,1778.76,2014,0
1,1,1.0,1.0,1.0,1.0,1,,,山东环境,省,山东省,盛隆化工,751773434,山东省,370481,6,7,0,6.0,7.0,0.0,0.0,16.73,5329.27,2014,83285.0
0,17,0.0,0.0,8.0,0.0,1,,,江苏环保,省,江苏省,徐州伟天化工,799059774,江苏省,320312,88,24,2,11.0,3.0,0.25,0.0,15.8,4709.37,2014,0
0,1,0.0,0.0,1.0,0.0,1,,,浙江环保,省,浙江省,杭州中天染织,725865423,浙江省,330110,0,0,0,0.0,0.0,0.0,0.0,59.07,3197.66,2014,0
0,1,0.0,0.0,1.0,0.0,0,,,合肥环保,市,安徽省合肥市,合肥众诚热电,754878741,安徽省,340104,1,3,0,1.0,3.0,0.0,0.0,27.53,2252.69,2014,0
7,13,0.5385,4.0,9.0,0.4444,1,,,温州环保,市,浙江省温州市,浙江浙能乐清发电,77570367600,浙江省,330382,22,20,0,2.4444,2.2222,0.0,0.4444,59.07,3197.66,2014,2768071.5
0,11,0.0,0.0,5.0,0.0,0,,,江西环保,省,江西省,江西蓝星星火有机硅,705653896,江西省,360425,4,13,1,0.8,2.6,0.2,0.0,60.01,1085.35,2014,0
1,4,0.25,1.0,2.0,0.5,1,,,泰州环境保护局,市,泰州市,江苏奥喜埃化工,672011247,江苏省,321283,3,14,0,1.5,7.0,0.0,0.0,15.8,4709.37,2014,421721.0
0,3,0.0,0.0,1.0,0.0,1,,,嘉兴环境保护,市,浙江省嘉兴市,民丰特种纸股份,710959275,浙江省,330402,3,4,0,3.0,4.0,0.0,0.0,59.07,3197.66,2014,0
1,3,0.3333,1.0,1.0,1.0,1,,,威海环境,市,山东省威海市,荣成市天颐热电,760985316,山东省,371082,1,1,0,1.0,1.0,0.0,0.0,16.73,5329.27,2014,618572.0
0,2,0.0,0.0,1.0,0.0,1,,,山东环境,省,山东省,华电淄博热电,734704736,山东省,370303,0,1,0,0.0,1.0,0.0,0.0,16.73,5329.27,2014,0
0,1,0.0,0.0,1.0,0.0,0,,,江西环保,省,江西省,江西世龙实业股份,756750119,江西省,360281,0,0,0,0.0,0.0,0.0,0.0,60.01,1085.35,2014,0
0,3,0.0,0.0,3.0,0.0,0,,,湖北环保,省,湖北省,华新水泥（恩施）,753403680,湖北省,422801,3,4,0,1.0,1.3333,0.0,0.0,38.4,2479.02,2014,0
7,11,0.6364,5.0,5.0,1.0,1,,,山东环境,省,山东省,济南裕兴化工,734707945,山东省,370105,8,58,4,1.6,11.6,0.8,0.0,16.73,5329.27,2015,1084667.6
0,1,0.0,0.0,1.0,0.0,0,,,大理环保,市,大理,宾川县污水处理厂,75069120X,云南省,532924,3,4,3,3.0,4.0,3.0,0.0,50.03,2692.54,2015,0
0,1,0.0,0.0,1.0,0.0,0,,,武汉环保,市,武汉市,湖北世纪新峰雷山水泥,757005698,湖北省,420704,0,0,0,0.0,0.0,0.0,0.0,38.4,2479.02,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,上海环境,省,上海省上海市,上海城投绿衍污水处理,780009291,上海市,310118,0,0,0,0.0,0.0,0.0,0.0,10.74,807.29,2015,0
0,3,0.0,0.0,3.0,0.0,1,,,浙江环保,省,浙江省,绍兴市南洋染织,146028428,浙江省,330000,0,1,0,0.0,0.3333,0.0,0.0,59.07,3197.66,2015,0
0,1,0.0,0.0,1.0,0.0,0,,,乌鲁木齐市环保局,市,新疆省木齐市,国投新疆罗布泊钾盐,722329078,新疆维吾尔自治区,652824,0,0,0,0.0,0.0,0.0,0.0,4.24,2719.13,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,温州环保,市,浙江省温州市,温州市瓯海伟明垃圾发电,72893640X,浙江省,330304,0,0,0,0.0,0.0,0.0,0.0,59.07,3197.66,2015,0
1,1,1.0,1.0,1.0,1.0,1,,,泰安环境,市,泰安市,山东石横特钢集团,726242893,山东省,370983,40,8,3,40.0,8.0,3.0,0.0,16.73,5329.27,2015,52166.0
0,3,0.0,0.0,2.0,0.0,1,,,淮安环保,市,江苏省淮安市,江苏瑞洪盐业,788866546,江苏省,320829,0,2,0,0.0,1.0,0.0,0.0,15.8,4709.37,2015,0
0,2,0.0,0.0,1.0,0.0,1,,,潍坊环保,市,潍坊市,诸城金安热电,746574916,山东省,370782,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2015,0
0,2,0.0,0.0,1.0,0.0,0,,,汉中市环保局团委,市,汉中市,汉中勉县尧柏水泥,68156875X,陕西省,610725,2,1,0,2.0,1.0,0.0,0.0,41.42,1757.41,2015,0
0,2,0.0,0.0,2.0,0.0,0,,,合肥环保,市,安徽省合肥市,安徽安能热电,752969068,安徽省,340102,2,1,0,1.0,0.5,0.0,0.0,27.53,2252.69,2015,0
1,3,0.3333,1.0,1.0,1.0,0,,,陕西环保沙龙,省,陕西省,陕西延长石油（集团）,223505698,陕西省,610629,1,3,2,1.0,3.0,2.0,0.0,41.42,1757.41,2015,252214.0
0,2,0.0,0.0,1.0,0.0,1,,,抚顺市环保局,市,抚顺市,国电康平发电,774809655,辽宁省,210123,0,0,0,0.0,0.0,0.0,0.0,38.24,1778.76,2015,0
0,2,0.0,0.0,2.0,0.0,0,,,绿色郑州,市,郑州市,安阳县博盛钢铁公司,747435969,河南省,410522,0,0,0,0.0,0.0,0.0,0.0,21.5,2652.66,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,浙江环保,省,浙江省,浙江宝纺印染,737791003,浙江省,330000,0,0,0,0.0,0.0,0.0,0.0,59.07,3197.66,2015,0
0,2,0.0,0.0,2.0,0.0,0,,,江西环保,省,江西省,江西晨鸣纸业,744264607,江西省,360111,1,2,3,0.5,1.0,1.5,0.0,60.01,1085.35,2015,0
0,2,0.0,0.0,2.0,0.0,1,,,温州环保,市,浙江省温州市,浙江浙能温州发电,84504177900,浙江省,330382,3,4,0,1.5,2.0,0.0,0.0,59.07,3197.66,2015,0
0,2,0.0,0.0,2.0,0.0,0,,,铜陵环保,市,安徽省铜陵市,铜陵市华兴化工,728499406,安徽省,340702,0,0,0,0.0,0.0,0.0,0.0,27.53,2252.69,2015,0
0,4,0.0,0.0,2.0,0.0,1,,,绍兴-环保,市,浙江省绍兴市,绍兴飞越印花,609610845,浙江省,330000,0,0,0,0.0,0.0,0.0,0.0,59.07,3197.66,2015,0
0,5,0.0,0.0,3.0,0.0,1,,,秦皇岛环境保护局,市,河北省皇岛市,秦皇岛耀华玻璃工业园,743416226,河北省,130302,9,5,9,3.0,1.6667,3.0,0.0,23.41,2630.59,2015,0
0,10,0.0,0.0,5.0,0.0,1,,,绍兴-环保,市,浙江省绍兴市,浙江天马热电,753014917,浙江省,330000,5,7,0,1.0,1.4,0.0,0.0,59.07,3197.66,2015,0
0,2,0.0,0.0,2.0,0.0,0,,,陕西环保,省,陕西省,神木县新元综合利用发电,755222453,陕西省,610821,0,0,0,0.0,0.0,0.0,0.0,41.42,1757.41,2015,0
0,1,0.0,0.0,1.0,0.0,0,,,新疆环境保护厅,省,新疆省自治区,哈密天山水泥,68271699601,新疆维吾尔自治区,650500,0,0,0,0.0,0.0,0.0,0.0,4.24,2719.13,2015,0
0,1,0.0,0.0,1.0,0.0,0,,,长春市环境保护局,市,吉林省长春市,长春吉粮天裕生物工程,776586205,吉林省,220182,0,0,1,0.0,0.0,1.0,0.0,40.38,760.26,2015,0
2,4,0.5,2.0,2.0,1.0,1,,,日照环境,市,日照市,开发区污水处理厂,11966141201,辽宁省,210000,9,9,0,4.5,4.5,0.0,0.0,38.24,1778.76,2015,14845.0
1,2,0.5,1.0,2.0,0.5,0,,,银川环保,市,银川市,宁夏电投银川热电,227694166,宁夏回族自治区,640106,0,2,0,0.0,1.0,0.0,0.0,11.89,1144.38,2015,21677.0
0,1,0.0,0.0,1.0,0.0,0,,,驻马店市环境保护局,市,河南省马店市,驻马店市白云纸业,719101048,河南省,411728,2,2,1,2.0,2.0,1.0,0.0,21.5,2652.66,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,宁波市环境保护局,市,宁波市,浙江国华余姚燃气发电,756275063,浙江省,330281,2,5,0,2.0,5.0,0.0,0.0,59.07,3197.66,2015,0
0,6,0.0,0.0,6.0,0.0,0,,,新疆环境保护厅,省,新疆省自治区,潞安新疆煤化工(集团),998961904,新疆维吾尔自治区,652201,0,0,0,0.0,0.0,0.0,0.0,4.24,2719.13,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,抚顺金辉,市,抚顺市,抚顺铝业,781641010,辽宁省,210404,0,1,0,0.0,1.0,0.0,0.0,38.24,1778.76,2015,0
0,3,0.0,0.0,1.0,0.0,1,,,金华市环保局,市,金华市,衢州南方水泥,728454478,浙江省,330881,2,2,0,2.0,2.0,0.0,0.0,59.07,3197.66,2015,0
0,1,0.0,0.0,1.0,0.0,0,,,昆明市环保局,市,云南省昆明市,云南大为制氨,77266574X,云南省,530328,0,0,0,0.0,0.0,0.0,0.0,50.03,2692.54,2015,0
0,18,0.0,0.0,9.0,0.0,0,,,江西环保,省,江西省,萍乡萍钢钢铁,589212769,江西省,360313,45,18,4,5.0,2.0,0.4444,0.0,60.01,1085.35,2015,0
0,2,0.0,0.0,1.0,0.0,0,,,新洲环保,县,湖北省武汉市新洲区,创冠环保（黄石）,682651432,湖北省,420000,0,0,0,0.0,0.0,0.0,0.0,38.4,2479.02,2015,0
0,4,0.0,0.0,3.0,0.0,0,,,长春市环境保护局,市,吉林省长春市,国电吉林龙华吉林热电厂,124497514,吉林省,220203,0,0,0,0.0,0.0,0.0,0.0,40.38,760.26,2015,0
0,2,0.0,0.0,2.0,0.0,1,,,温州环保,市,浙江省温州市,浙江圣雄皮业,71616237100,浙江省,330326,3,5,1,1.5,2.5,0.5,0.0,59.07,3197.66,2015,0
0,4,0.0,0.0,2.0,0.0,0,,,西安环保,市,陕西省西安市,西安国维淀粉,722877568,陕西省,610125,0,0,0,0.0,0.0,0.0,0.0,41.42,1757.41,2015,0
0,5,0.0,0.0,3.0,0.0,1,,,滕州环保,县,山东省滕州市,鲁南中联水泥,767758781,山东省,370481,2,7,5,0.6667,2.3333,1.6667,0.0,16.73,5329.27,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,江苏环保,省,江苏省,开发区污水处理厂,11966141201,辽宁省,210000,0,0,0,0.0,0.0,0.0,0.0,38.24,1778.76,2015,0
0,1,0.0,0.0,1.0,0.0,0,,,长春市环境保护局,市,吉林省长春市,吉林市源源热电,724876630,吉林省,220204,0,0,0,0.0,0.0,0.0,0.0,40.38,760.26,2015,0
0,7,0.0,0.0,3.0,0.0,1,,,宁波市环境保护局,市,宁波市,宁波明州热电,756295929,浙江省,330212,1,3,0,0.3333,1.0,0.0,0.0,59.07,3197.66,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,邯郸市环境保护局,市,邯郸市,邯郸成晟水务,76981218X,河北省,130406,0,0,0,0.0,0.0,0.0,0.0,23.41,2630.59,2015,0
0,1,0.0,0.0,1.0,0.0,0,,,湖南省环境保护厅,省,湖南省,中石化资产经营管理,66169914600,湖南省,430602,0,0,0,0.0,0.0,0.0,0.0,47.77,1385.09,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,山东环境,省,山东省,枣庄山水水泥,764849610,山东省,370405,2,0,0,2.0,0.0,0.0,0.0,16.73,5329.27,2015,0
0,7,0.0,0.0,5.0,0.0,1,,,江苏环保,省,江苏省,句容台泥水泥,60893071600,江苏省,321183,0,1,0,0.0,0.2,0.0,0.0,15.8,4709.37,2015,0
0,2,0.0,0.0,1.0,0.0,1,,,泰安环境,市,泰安市,肥城石横焦化,669337158,山东省,370983,3,2,0,3.0,2.0,0.0,0.0,16.73,5329.27,2015,0
1,5,0.2,1.0,3.0,0.3333,1,,,山东环境,省,山东省,山东新银麦啤酒,78715752900,山东省,371328,6,3,0,2.0,1.0,0.0,0.0,16.73,5329.27,2015,497.0
3,6,0.5,3.0,3.0,1.0,1,,,烟台环境,市,山东省烟台市,山东水泥厂,163156202,山东省,370402,33,30,4,11.0,10.0,1.3333,0.0,16.73,5329.27,2015,192328.6667
0,3,0.0,0.0,1.0,0.0,0,,,绿水青山总关情,省,湖南省,湖南华菱涟源钢铁,776753288,湖南省,431302,3,3,0,3.0,3.0,0.0,0.0,47.77,1385.09,2015,0
0,1,0.0,0.0,1.0,0.0,0,,,马鞍山市环境保护局,市,鞍山市,皖能马鞍山发电,683615820,安徽省,340503,0,0,0,0.0,0.0,0.0,0.0,27.53,2252.69,2015,0
1,11,0.0909,1.0,1.0,1.0,0,,,黄山市环境保护局,市,安徽省黄山市,金隆铜业,610436303,安徽省,340702,6,5,5,6.0,5.0,5.0,0.0,27.53,2252.69,2015,3373.0
1,2,0.5,1.0,1.0,1.0,1,,,无锡环保,市,无锡市,无锡惠联垃圾热电,778668861,江苏省,320206,0,9,3,0.0,9.0,3.0,0.0,15.8,4709.37,2015,3347.0
0,1,0.0,0.0,1.0,0.0,0,,,安徽环保,省,安徽省,安徽淮化集团,150224667,安徽省,340403,0,0,0,0.0,0.0,0.0,0.0,27.53,2252.69,2015,0
0,3,0.0,0.0,1.0,0.0,1,,,衢州-环保,市,浙江省衢州市,常山南方水泥,75304140500,浙江省,330822,2,2,0,2.0,2.0,0.0,0.0,59.07,3197.66,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,中山环保,市,中山市,中山市污水处理,282116035,广东省,440000,0,0,0,0.0,0.0,0.0,0.0,51.26,4263.66,2015,0
0,2,0.0,0.0,2.0,0.0,1,,,唐山市环境保护局,市,河北省唐山市,迁安市成达精密铸造,798418560,河北省,130283,0,2,0,0.0,1.0,0.0,0.0,23.41,2630.59,2015,0
0,2,0.0,0.0,1.0,0.0,1,,,济宁环境,市,山东省济宁市,山东华聚能源股份,73927723505,山东省,370883,0,1,0,0.0,1.0,0.0,0.0,16.73,5329.27,2015,0
0,2,0.0,0.0,2.0,0.0,1,,,南京环保,市,南京市,德纳（南京）化工,768192281,江苏省,320116,26,10,12,13.0,5.0,6.0,0.0,15.8,4709.37,2015,0
0,4,0.0,0.0,2.0,0.0,1,,,山东环境,省,山东省,鲁南中联水泥,767758781,山东省,370481,1,5,0,0.5,2.5,0.0,0.0,16.73,5329.27,2015,0
0,1,0.0,0.0,1.0,0.0,0,,,铜陵环保,市,安徽省铜陵市,安徽荻港海螺水泥股份,731906674,安徽省,340000,0,0,0,0.0,0.0,0.0,0.0,27.53,2252.69,2015,0
0,6,0.0,0.0,2.0,0.0,1,,,菏泽环境,市,菏泽市,曹县东方污水处理厂,168549902,山东省,371721,1,12,4,0.5,6.0,2.0,0.0,16.73,5329.27,2015,0
0,8,0.0,0.0,8.0,0.0,0,,,江西环保,省,江西省,江西赣能股份,7947549030,江西省,360981,2,0,0,0.25,0.0,0.0,0.0,60.01,1085.35,2015,0
0,2,0.0,0.0,2.0,0.0,1,,,广州增城环保,县,广州增城,江门华尔润玻璃,749183566,广东省,440703,0,0,0,0.0,0.0,0.0,0.0,51.26,4263.66,2015,0
0,1,0.0,0.0,1.0,0.0,0,,,乌海市环境保护局,市,内蒙古省乌海市,神华乌海能源大漠发电,761052243,内蒙古自治区,150304,0,0,0,0.0,0.0,0.0,0.0,21.03,3949.81,2015,0
0,27,0.0,0.0,6.0,0.0,1,,,浙江环保,省,浙江省,浙江大唐乌沙山发电,753286162,浙江省,330225,4,6,3,0.6667,1.0,0.5,0.0,59.07,3197.66,2015,0
0,19,0.0,0.0,15.0,0.0,0,,,江西环保,省,江西省,江西江维高科股份,739172564,江西省,360281,9,6,7,0.6,0.4,0.4667,0.0,60.01,1085.35,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,上海环境,省,上海省上海市,上海城投污水处理,68732826300,上海市,310105,0,0,0,0.0,0.0,0.0,0.0,10.74,807.29,2015,0
0,1,0.0,0.0,1.0,0.0,0,,,武汉环保,市,武汉市,贵州中烟工业,214412588,贵州省,520000,0,0,0,0.0,0.0,0.0,0.0,37.09,1903.99,2015,0
0,6,0.0,0.0,3.0,0.0,0,,,吉林省环境保护厅,省,吉林省,长春热电发展,727099566,吉林省,220105,1,1,2,0.3333,0.3333,0.6667,0.0,40.38,760.26,2015,0
0,16,0.0,0.0,7.0,0.0,1,,,绍兴-环保,市,浙江省绍兴市,绍兴县超超染整,717680760,浙江省,330000,7,10,6,1.0,1.4286,0.8571,0.0,59.07,3197.66,2015,0
0,2,0.0,0.0,2.0,0.0,0,,,江西环保,省,江西省,九江金源化纤,789747346,江西省,360402,0,0,0,0.0,0.0,0.0,0.0,60.01,1085.35,2015,0
0,6,0.0,0.0,6.0,0.0,0,,,江西环保,省,江西省,高安红狮水泥,75997103X,江西省,360983,4,2,5,0.6667,0.3333,0.8333,0.0,60.01,1085.35,2015,0
0,1,0.0,0.0,1.0,0.0,1,,,浙江环保,省,浙江省,浙江兴美达印染,742040271,浙江省,330000,0,0,0,0.0,0.0,0.0,0.0,59.07,3197.66,2015,0
0,3,0.0,0.0,2.0,0.0,0,,,西安环保,市,陕西省西安市,陕西渭河煤化工集团,220530513,陕西省,610000,0,1,0,0.0,0.5,0.0,0.0,41.42,1757.41,2015,0
0,1,0.0,0.0,1.0,0.0,0,,,绿色郑州,市,郑州市,新乡豫新发电,172930335,河南省,410704,1,1,0,1.0,1.0,0.0,0.0,21.5,2652.66,2015,0
0,2,0.0,0.0,1.0,0.0,0,,,吉林市环境保护局,市,吉林省吉林市,吉林松花江热电,732541953,吉林省,220202,1,0,0,1.0,0.0,0.0,0.0,40.38,760.26,2015,0
0,1,0.0,0.0,1.0,0.0,0,,,云南省环保厅,省,云南省,云南曲靖越钢控股集团,217221074,云南省,530302,0,1,1,0.0,1.0,1.0,0.0,50.03,2692.54,2015,0
0,5,0.0,0.0,3.0,0.0,1,,,山东环境,省,山东省,山东恒源石油化工,167653185,山东省,371424,4,0,0,1.3333,0.0,0.0,0.0,16.73,5329.27,2015,0
0,6,0.0,0.0,6.0,0.0,1,,,宁波市环境保护局,市,宁波市,国电浙江北仑第三发电,796022773,浙江省,330206,4,1,0,0.6667,0.1667,0.0,0.0,59.07,3197.66,2015,0
1,2,0.5,1.0,1.0,1.0,1,,,山东环境,省,山东省,青岛市团岛污水处理厂,427601366,山东省,370202,0,1,0,0.0,1.0,0.0,0.0,16.73,5329.27,2015,35326.0
0,5,0.0,0.0,5.0,0.0,1,,,秦皇岛环境保护局,市,河北省皇岛市,秦皇岛鹏远淀粉,105438498,河北省,130322,0,2,0,0.0,0.4,0.0,0.0,23.41,2630.59,2015,0
0,2,0.0,0.0,2.0,0.0,1,,,环保北京,省,北京省北京市,中芯国际集成电路制造（北京）,74040172300,北京市,110108,0,0,0,0.0,0.0,0.0,0.0,35.84,434.39,2015,0
0,3,0.0,0.0,3.0,0.0,1,,,山东环境,省,山东省,山东济矿鲁能煤电股份,680687829,山东省,370830,0,0,0,0.0,0.0,0.0,0.0,16.73,5329.27,2015,0
0,2,0.0,0.0,2.0,0.0,1,,,邯郸市环境保护局,市,邯郸市,大唐武安发电,553326887,河北省,130481,4,1,1,2.0,0.5,0.5,0.0,23.41,2630.59,2015,0
5,9,0.5556,5.0,7.0,0.7143,0,,,绿色郑州,市,郑州市,郑州新力电力,614711149,河南省,410102,39,39,36,5.5714,5.5714,5.1429,0.0,21.5,2652.66,2015,49485.4
0,5,0.0,0.0,2.0,0.0,1,,,聊城环境,市,聊城市,茌平信源铝业,769712453,山东省,371523,6,4,1,3.0,2.0,0.5,0.0,16.73,5329.27,2015,0
1,2,0.5,1.0,1.0,1.0,1,,,浙江环保,省,浙江省,浙江三星热电,754403818,浙江省,330183,0,1,0,0.0,1.0,0.0,0.0,59.07,3197.66,2015,71460.0
0,3,0.0,0.0,2.0,0.0,1,,,镇江环保局,市,镇江市,镇江大东纸业,608832649,江苏省,320000,1,4,0,0.5,2.0,0.0,0.0,15.8,4709.37,2015,0
0,2,0.0,0.0,2.0,0.0,1,,,上海环境,省,上海省上海市,上海松江污水处理厂,42505977X,上海市,310117,1,24,1,0.5,12.0,0.5,0.0,10.74,807.29,2015,0
0,6,0.0,0.0,4.0,0.0,1,,,唐山市环境保护局,市,河北省唐山市,唐山瑞丰钢铁（集团）,745420296,河北省,130207,1,9,0,0.25,2.25,0.0,0.0,23.41,2630.59,2015,0
0,3,0.0,0.0,2.0,0.0,0,,,渭南市环保,市,陕西省渭南市,陕西渭河煤化工集团,220530513,陕西省,610000,0,0,1,0.0,0.0,0.5,0.0,41.42,1757.41,2015,0
