西藏鑫茂矿业有限公司墨竹工卡县那茶淌北锌矿选矿厂,西藏自治区,540127,2015,重金属,741914061,,,,,
西藏墨竹工卡元泽选矿有限公司墨竹工卡县铜铅锌矿选矿厂,西藏自治区,540127,2015,重金属,783527289,,,,,
西藏巨龙铜业有限公司驱龙铜多金属选矿厂,西藏自治区,540127,2015,重金属,783518411,,,,,
西藏金和矿业有限公司墨竹工卡县唐加铅锌矿选矿厂,西藏自治区,540127,2015,重金属,68680714X,,,,,
西藏自治区拉萨皮革厂,西藏自治区,540125,2015,重金属,21668128,,,,,
尼木县铜业开发有限责任公司尼木县铜矿采选矿厂,西藏自治区,540123,2015,重金属,782535X,,,,,
西藏电力有限公司羊八井地热电厂,西藏自治区,540122,2015,重金属,919668102,,,,,
南丹县吉朗铟业有限公司,广西壮族自治区,451221,2015,重金属,768939963,,,,,
南丹县车河镇拉么综合选矿总厂马鞍山分厂,广西壮族自治区,451221,2015,重金属,753722462,,,,,
南丹县吉朗铟业有限公司大厂冶炼厂,广西壮族自治区,451221,2015,重金属,768939963,,,,,
南丹县茂晨矿业有限责任公司,广西壮族自治区,451221,2015,重金属,791309302,,,,,
南丹县南方有色金属有限责任公司,广西壮族自治区,451221,2015,重金属,751239581,,,,,
南丹县南星锑业有限责任公司茶山矿,广西壮族自治区,451221,2015,重金属,200973827,,,,,
南丹县泰星五一矿业有限公司,广西壮族自治区,451221,2015,重金属,200970415,,,,,
中国有色集团（广西）平桂飞碟股份有限公司冶炼厂,广西壮族自治区,451102,2015,重金属,900360722,,,,,
贺州市金琪矿业有限责任公司,广西壮族自治区,451102,2015,重金属,78844674400,,,,,
广西斯达特锰材料有限公司,广西壮族自治区,451025,2015,重金属,727650864,,,,,
广西靖西县一洲锰业有限公司,广西壮族自治区,451025,2015,重金属,756524998,,,,,
靖西县大西南锰业有限公司,广西壮族自治区,451025,2015,重金属,756517907,,,,,
靖西湘潭电化科技有限公司,广西壮族自治区,451025,2015,重金属,77599658700,,,,,
靖西县龙共矿业有限责任公司,广西壮族自治区,451025,2015,重金属,61979822000,,,,,
靖西县鑫源锰业有限公司,广西壮族自治区,451025,2015,重金属,751239856,,,,,
广西德保铜矿,广西壮族自治区,451024,2015,重金属,200700490,,,,,
广西北流春辉皮革制品有限公司,广西壮族自治区,450981,2015,重金属,745134329,,,,,
昆明山通工贸有限公司,云南省,530113,2015,重金属,790279789,,,,,
昆明合美达工贸有限公司,云南省,530113,2015,重金属,77266806X,,,,,
昆明红川有色金属冶炼有限公司,云南省,530113,2015,重金属,781685195,,,,,
昆明华联铟业有限公司,云南省,530113,2015,重金属,772687973,,,,,
昆明金湖冶金有限公司,云南省,530113,2015,重金属,668273500,,,,,
昆明金水铜冶炼有限公司,云南省,530113,2015,重金属,772668027,,,,,
昆明锦鸿涛矿业有限责任公司,云南省,530113,2015,重金属,722694171,,,,,
昆明老来红矿业有限公司,云南省,530113,2015,重金属,797230814,,,,,
昆明利南矿业有限公司（原昆明大地桥矿业有限公司）,云南省,530113,2015,重金属,781680554,,,,,
昆明龙凤锌业开发有限公司,云南省,530113,2015,重金属,797216000,,,,,
昆明龙腾矿业有限公司,云南省,530113,2015,重金属,79986145X,,,,,
昆明市东川将军水金矿业有限公司,云南省,530113,2015,重金属,76388748X,,,,,
昆明市东川宝雁山矿业有限公司,云南省,530113,2015,重金属,750679120,,,,,
昆明生乾矿业有限责任公司,云南省,530113,2015,重金属,787358048,,,,,
昆明升新矿业有限公司,云南省,530113,2015,重金属,775535852,,,,,
昆明瑞能矿业有限公司（原昆明昊信矿业有限公司）,云南省,530113,2015,重金属,673612917,,,,,
昆明全源矿业有限公司,云南省,530113,2015,重金属,775517072,,,,,
昆明全利矿业有限公司,云南省,530113,2015,重金属,741486829,,,,,
昆明强瑞矿业有限公司（原昆明市东川区哲博凎铜业\n有限责任公司）,云南省,530113,2015,重金属,790264528,,,,,
广西泰星电子焊接材料有限公司,广西壮族自治区,451221,2015,重金属,68518629X,,,,,
广西华锡集团股份有限公司再生资源分公司,广西壮族自治区,451221,2015,重金属,667039616,,,,,
广西金河矿业股份有限公司拉么锌矿,广西壮族自治区,451221,2015,重金属,200866829,,,,,
广西金山铟锗冶金化工有限公司,广西壮族自治区,451221,2015,重金属,791331139,,,,,
广西南丹县德法兄弟投资有限公司,广西壮族自治区,451221,2015,重金属,66213135X,,,,,
南丹县车河镇拉么综合选矿厂大厂分厂,广西壮族自治区,451221,2015,重金属,708722181,,,,,
广西堂汉锌铟有限公司,广西壮族自治区,451221,2015,重金属,723088413,,,,,
河池市津泰资源再生有限公司,广西壮族自治区,451221,2015,重金属,768930766,,,,,
柳州华锡集团有限责任公司凤凰矿业分公司,广西壮族自治区,451221,2015,重金属,667039616,,,,,
南丹大厂铁丰福利矿冶有限公司,广西壮族自治区,451221,2015,重金属,77595363200,,,,,
山东方明化工股份有限公司,山东省,371728,2015,危险废物,740957262,,,,,
甘肃澳德资源股份有限公司,甘肃省,621227,2015,重金属,624149110,,,,,
甘肃宝徽实业集团锌冶公司,甘肃省,621227,2015,重金属,225851949,,,,,
甘肃徽县宏泰实业有限公司,甘肃省,621227,2015,重金属,710290014,,,,,
甘肃洛坝有色集团有限责任公司选厂分公司三分厂,甘肃省,621227,2015,重金属,719028741,,,,,
甘肃洛坝有色集团有限责任公司选业分公司二分厂,甘肃省,621227,2015,重金属,719028741,,,,,
徽县隆江矿业有限责任公司,甘肃省,621227,2015,重金属,719078618,,,,,
甘肃洛坝有色金属集团有限公司选矿工程部一分厂,甘肃省,621227,2015,重金属,71902874101,,,,,
徽县宝华矿业有限责任公司,甘肃省,621227,2015,重金属,665406566,,,,,
徽县鸿远矿业有限责任公司,甘肃省,621227,2015,重金属,73963858X,,,,,
徽县华祥矿业有限责任公司,甘肃省,621227,2015,重金属,773406870,,,,,
徽县江洛谢家沟铅锌浮选厂,甘肃省,621227,2015,重金属,22585279X,,,,,
甘肃洛坝有色集团有限责任公司选业分公司五分厂,甘肃省,621227,2015,重金属,719028741,,,,,
延长油田公司南泥湾采油厂,陕西省,610602,2015,危险废物,223531132,,,,,
延长油田公司青化砭采油厂,陕西省,610602,2015,危险废物,923500695,,,,,
陕西中汇煤化有限公司,陕西省,610581,2015,危险废物,709972595,,,,,
陕西龙门煤化工有限责任公司,陕西省,610581,2015,危险废物,684765337,,,,,
武宣县晓理贸易有限责任公司,广西壮族自治区,451323,2015,重金属,78841198X00,,,,,
武宣县鑫达矿业有限公司,广西壮族自治区,451323,2015,重金属,78523683X00,,,,,
武宣县正祥矿业有限公司,广西壮族自治区,451323,2015,重金属,78214886900,,,,,
武宣县荣隆废渣再生利用金属有限公司,广西壮族自治区,451323,2015,重金属,79133549800,,,,,
广西象州吉东锰业有限公司,广西壮族自治区,451322,2015,重金属,77174970600,,,,,
广西下田锰矿有限责任公司,广西壮族自治区,451322,2015,重金属,199840778,,,,,
广西忻城县宏图锰业有限责任公司,广西壮族自治区,451321,2015,重金属,768912795,,,,,
忻城县中远矿业有限责任公司,广西壮族自治区,451321,2015,重金属,77599740800,,,,,
广西怀远冶炼厂,广西壮族自治区,451281,2015,重金属,200913816,,,,,
广西申亚锰业有限责任公司,广西壮族自治区,451281,2015,重金属,759762481,,,,,
郑州格力绿色再生资源有限公司,河南省,410102,2015,危险废物,561023149,,,,,
郑州弓长昱祥电子产品有限公司,河南省,410102,2015,危险废物,68177197X,,,,,
鸿富锦精密电子（郑州）有限公司,河南省,410100,2015,危险废物,55830728X,,,,,
山东东明石化集团有限公司,山东省,371728,2015,危险废物,16928036x,,,,,
长庆油田分公司第八采油厂(吴起-吴定采油作业区),陕西省,610626,2015,危险废物,52108208,,,,,
延长油田公司永宁采油厂,陕西省,610625,2015,危险废物,223690125,,,,,
长庆油田分公司第三采油厂(志丹),陕西省,610625,2015,危险废物,715048323,,,,,
延长油田股份有限公司西区采油厂,陕西省,610625,2015,危险废物,719704594,,,,,
长庆油田分公司第一采油厂(志丹),陕西省,610625,2015,危险废物,762593674,,,,,
长庆油田分公司第一采油厂(安塞),陕西省,610624,2015,危险废物,762593674,,,,,
延长油田公司杏子川采油厂,陕西省,610624,2015,危险废物,223660380,,,,,
长庆油田分公司坪北石油合作开发项目经理部,陕西省,610624,2015,危险废物,52111407,,,,,
长庆油田分公司第四采油厂(安塞),陕西省,610624,2015,危险废物,71502775X,,,,,
延长油田公司瓦窑堡采油厂,陕西省,610623,2015,危险废物,223630755,,,,,
延长油田公司子长采油厂,陕西省,610623,2015,危险废物,923500732,,,,,
延长油田公司子北采油厂,陕西省,610623,2015,危险废物,710035582,,,,,
陕西延长石油(集团)有限责任公司永坪炼油厂,陕西省,610622,2015,危险废物,923500687,,,,,
延长油田公司青平川采油厂(延川),陕西省,610622,2015,危险废物,223600484,,,,,
延长油田公司七里村采油厂,陕西省,610621,2015,危险废物,92350061x,,,,,
延长油田公司甘谷驿采油厂,陕西省,610602,2015,危险废物,923500628,,,,,
延长油田公司川口采油厂,陕西省,610602,2015,危险废物,22350058X,,,,,
甘洛县中发矿业有限责任公司,四川省,513435,2015,重金属,709118946,,,,,
甘洛县银都铅锌洗选有限公司,四川省,513435,2015,重金属,784738133,,,,,
甘洛县银峰洗选有限公司,四川省,513435,2015,重金属,687900936,,,,,
四川省甘洛县铁厂,四川省,513435,2015,重金属,213753268,,,,,
四川省甘洛县外贸浮选厂,四川省,513435,2015,重金属,213753612,,,,,
四川新锐电源有限公司,四川省,513435,2015,重金属,77298680X,,,,,
冕宁县东立矿业有限公司,四川省,513433,2015,重金属,77169410000,,,,,
冕宁县飞天实业有限责任公司,四川省,513433,2015,重金属,723229060,,,,,
冕宁县茂源稀土新材料有限公司,四川省,513433,2015,重金属,75661625X,,,,,
四川美凌蓄电池有限公司,四川省,510184,2015,重金属,723425475,,,,,
四川荣联电子科技有限公司,四川省,510184,2015,重金属,679685383,,,,,
成都华融化工有限公司,四川省,510182,2015,重金属,723425301,,,,,
成都华明光源材料有限公司,四川省,510182,2015,重金属,752814840,,,,,
四川金路树脂有限公司,四川省,510626,2015,重金属,205200233,,,,,
四川德阳扬嘉磷化工有限责任公司,四川省,510603,2015,重金属,205121834,,,,,
德阳市孝泉宝塔磷肥有限公司,四川省,510603,2015,重金属,708942239,,,,,
德阳市祥松皮革制品有限责任公司,四川省,510603,2015,重金属,784745341,,,,,
合江县海东皮革制品有限公司,四川省,510522,2015,重金属,684150383,,,,,
伊顿液压（泸州）有限公司,四川省,510504,2015,重金属,72082330400,,,,,
泸州长城机电厂,四川省,510504,2015,重金属,204704667,,,,,
盐边县成宗矿业有限公司,四川省,510422,2015,重金属,789123429,,,,,
盐边县宏大铜镍有限责任公司,四川省,510422,2015,重金属,742287821,,,,,
四川省卓越钒钛有限公司钒业分公司,四川省,510411,2015,重金属,56763352X,,,,,
攀枝花市荣昌化工有限公司,四川省,510411,2015,重金属,665395430,,,,,
攀枝花市德铭有色冶金有限公司,四川省,510411,2015,重金属,769973207,,,,,
攀枝花泓兵钒镍有限责任公司,四川省,510411,2015,重金属,662782304,,,,,
攀枝花宏镀工贸有限公司,四川省,510411,2015,重金属,678377370,,,,,
攀枝花东立化工有限公司,四川省,510411,2015,重金属,667422711,,,,,
攀枝花市红杉钒制品有限公司,四川省,510402,2015,重金属,71754898900,,,,,
攀枝花市金江冶金化工厂,四川省,510402,2015,重金属,204462303,,,,,
攀枝花市锦利钒钛有限公司,四川省,510402,2015,重金属,775827310,,,,,
攀枝花市顺德亿锌业有限责任公司,四川省,510402,2015,重金属,667416477,,,,,
攀枝花市柱宇钒钛有限公司,四川省,510402,2015,重金属,782298955,,,,,
攀钢集团钒业有限公司,四川省,510402,2015,重金属,592775554,,,,,
成都立申实业有限公司,四川省,510184,2015,重金属,202631038,,,,,
成都市科尔达皮业有限责任公司,四川省,510184,2015,重金属,20262943X,,,,,
成都市千瑞达制革有限责任公司,四川省,510184,2015,重金属,621824192,,,,,
崇州市富邦皮革有限公司,四川省,510184,2015,重金属,713075002,,,,,
成都川西蓄电池（集团）有限公司,四川省,510184,2015,重金属,20262628X,,,,,
崇州市华议皮革有限公司,四川省,510184,2015,重金属,752830330,,,,,
崇州市力源制革厂,四川省,510184,2015,重金属,740304106,,,,,
崇州市胜利制革厂,四川省,510184,2015,重金属,774533783,,,,,
崇州市恒力蓄电池工业有限公司,四川省,510184,2015,重金属,75280022X,,,,,
四川蓥峰实业有限公司,四川省,510682,2015,重金属,754722309,,,,,
四川省广汉市万福磷肥实业有限公司,四川省,510681,2015,重金属,21425012800,,,,,
四川广汉星光冶金化工有限责任公司,四川省,510681,2015,重金属,62088795X,,,,,
广汉市英模表面处理加工厂,四川省,510681,2015,重金属,79788994200,,,,,
广汉市金达电镀厂,四川省,510681,2015,重金属,744696696,,,,,
广汉市凤桥电镀厂,四川省,510681,2015,重金属,21425944800,,,,,
四川中元磷制品有限公司,四川省,510681,2015,重金属,75234009100,,,,,
广汉市久盛锌业有限公司,四川省,510681,2015,重金属,795849947,,,,,
环江锌源矿业有限责任公司,广西壮族自治区,451226,2015,重金属,747981548,,,,,
广西吉圣源矿业有限责任公司,广西壮族自治区,451225,2015,重金属,76584977—8,,,,,
广西罗城仫佬自治县金源有色金属工业总公司四堡锡矿,广西壮族自治区,451225,2015,重金属,20093408—6,,,,,
罗城仫佬族自治县宝坛乡孟公山铜锡矿,广西壮族自治区,451225,2015,重金属,67249940—6,,,,,
罗城仫佬族自治县华纳矿业有限责任公司,广西壮族自治区,451225,2015,重金属,76582301—7,,,,,
罗城仫佬族自治县一洞锡矿,广西壮族自治区,451225,2015,重金属,20093131—X,,,,,
凤山县宏益矿业有限公司,广西壮族自治区,451223,2015,重金属,737619043,,,,,
广西凤山天承黄金矿业有限责任公司,广西壮族自治区,451223,2015,重金属,756545174,,,,,
广西华锡集团股份有限公司车河选矿厂,广西壮族自治区,451221,2015,重金属,90097189X,,,,,
广西高峰矿业有限责任公司,广西壮族自治区,451221,2015,重金属,198230791,,,,,
辽宁华锦通达化工股份有限公司乙烯二分公司,辽宁省,211123,2015,危险废物,279309506,,,,,
盘锦恒祥危废处理有限公司,辽宁省,211122,2015,危险废物,561395735,,,,,
中国石油天然气股份有限公司辽阳石化分公司,辽宁省,211004,2015,危险废物,701696207,,,,,
辽宁庆阳特种化工有限公司,辽宁省,211003,2015,危险废物,761838748,,,,,
宏群胜精密电子(营口)有限公司,辽宁省,210825,2015,危险废物,797661948,,,,,
辽宁西洋特肥有限责任公司,辽宁省,210726,2015,危险废物,725676534,,,,,
中信锦州金属股份有限公司,辽宁省,210711,2015,危险废物,725673536,,,,,
中国石油天然气股份有限公司锦州石化分公司,辽宁省,210702,2015,危险废物,716459108,,,,,
本钢板材股份有限公司焦化厂,辽宁省,210502,2015,危险废物,242690243,,,,,
中国有色集团抚顺红透山矿业有限公司,辽宁省,210408,2015,危险废物,119615379,,,,,
中国石油天然气股份有限公司抚顺石化分公司乙烯化\n工厂,辽宁省,210403,2015,危险废物,71960098X,,,,,
中国石油天然气股份有限公司抚顺石化分公司石油二\n厂,辽宁省,210403,2015,危险废物,24231626X,,,,,
成县宏鑫矿业有限责任公司,甘肃省,621221,2015,重金属,784019956,,,,,
成县宏体矿业有限责任公司,甘肃省,621221,2015,重金属,719080996,,,,,
成县恒兴矿业有限公司,甘肃省,621221,2015,重金属,225731744,,,,,
成县恒利矿业开发有限公司,甘肃省,621221,2015,重金属,789646852,,,,,
成县恒大实业有限责任公司,甘肃省,621221,2015,重金属,719075476,,,,,
成县茨坝须弥山实业有限公司(第二选厂),甘肃省,621221,2015,重金属,73963539702,,,,,
成县白庄铅锌选矿厂,甘肃省,621221,2015,重金属,76770365x,,,,,
成县百昌矿业有限公司,甘肃省,621221,2015,重金属,773408235,,,,,
成县毕家山矿业有限责任公司,甘肃省,621221,2015,重金属,78964550X,,,,,
成县茨坝须弥山实业有限公司,甘肃省,621221,2015,重金属,739635397,,,,,
成县官店扶贫福利铅锌联营选矿厂,甘肃省,621221,2015,重金属,789606834,,,,,
广西北山矿业发展有限责任公司,广西壮族自治区,451226,2015,重金属,20086560701,,,,,
广西环江茂晨矿冶有限责任公司,广西壮族自治区,451226,2015,重金属,796846385,,,,,
广西环江银河有限责任公司下巴矿,广西壮族自治区,451226,2015,重金属,200956365,,,,,
广西环江银河有限责任公司选矿厂,广西壮族自治区,451226,2015,重金属,200956365,,,,,
环江金泰矿业有限责任公司上朝铅锌矿,广西壮族自治区,451226,2015,重金属,7565163062,,,,,
环江县金泰矿业有限责任公司金泰都川冶炼厂,广西壮族自治区,451226,2015,重金属,756516306,,,,,
环江毛南族自治县新发矿业有限责任公司,广西壮族自治区,451226,2015,重金属,747996109,,,,,
清远市清城区龙塘金盛电镀厂,广东省,441802,2015,重金属,745502208,,,,,
广东豪美铝业有限公司,广东省,441802,2015,重金属,765734276,,,,,
江西铜业（清远）有限公司,广东省,441802,2015,重金属,796282524,,,,,
清远市环宇铜业有限公司,广东省,441802,2015,重金属,68240698X,,,,,
清远市龙塘黄埔电镀实业有限公司,广东省,441802,2015,重金属,734129639,,,,,
广东奥克莱电源有限公司,广东省,441802,2015,重金属,725074437,,,,,
清远市清城区振威皮革厂,广东省,441802,2015,重金属,G33793488,,,,,
清远市信和实业有限公司,广东省,441802,2015,重金属,769315116,,,,,
清远市兴域铝业有限公司,广东省,441802,2015,重金属,758342522,,,,,
清远市亿源电源有限公司,广东省,441802,2015,重金属,752890376,,,,,
清远市尤尼电源科技有限公司,广东省,441802,2015,重金属,678876655,,,,,
塞拉尼斯（南京）多元化工有限公司,江苏省,320116,2015,危险废物,780689071,,,,,
西和县孙家沟铅锌氧化矿浮选厂,甘肃省,621225,2015,重金属,225790699,,,,,
西和县六巷铅锌矿,甘肃省,621225,2015,重金属,225790330,,,,,
西和县青羊矿业有限责任公司,甘肃省,621225,2015,重金属,22579004X,,,,,
西和县石峡铅锌矿,甘肃省,621225,2015,重金属,79485422200,,,,,
西和县中泰工矿有限责任公司,甘肃省,621225,2015,重金属,225790103,,,,,
甘肃阳坝铜业有限责任公司（杜坝选厂）,甘肃省,621224,2015,重金属,76773171402,,,,,
甘肃阳坝铜业有限责任公司（阳坝选厂）,甘肃省,621224,2015,重金属,76773171401,,,,,
成县安信矿业有限责任公司,甘肃省,621221,2015,重金属,720297535,,,,,
宁波大地化工环保有限公司,浙江省,330211,2015,危险废物,772314763,,,,,
宁波乐金甬兴化工有限公司,浙江省,330211,2015,危险废物,610278712,,,,,
宁波宝新不锈钢有限公司,浙江省,330206,2015,危险废物,610274332,,,,,
台化兴业有限公司,浙江省,330206,2015,危险废物,747358967,,,,,
台塑丙烯酸酯有限公司,浙江省,330206,2015,危险废物,742156629,,,,,
伊立欧化学（宁波）有限公司,浙江省,330206,2015,危险废物,750371919,,,,,
北仑江南电镀中心(江南新民、梅山、金属),浙江省,330206,2015,危险废物,144291433,,,,,
宁波市北仑环保固废处置有限公司,浙江省,330206,2015,危险废物,665577066,,,,,
浙江富春江环保热电股份有限公司,浙江省,330183,2015,危险废物,143669617,,,,,
格林生物科技股份有限公司,浙江省,330182,2015,危险废物,720075203,,,,,
浙江新安化工集团股份有限公司有机硅厂,浙江省,330182,2015,危险废物,14291927404,,,,,
杭州海尚科技有限公司,浙江省,330110,2015,危险废物,704303480,,,,,
南京钛白化工有限公司责任公司,江苏省,320116,2015,危险废物,249700686,,,,,
南京钢铁股份有限公司,江苏省,320116,2015,危险废物,714085405,,,,,
塞拉尼斯（南京）乙酰基中间体有限公司,江苏省,320116,2015,危险废物,793731275,,,,,
南京红太阳生物化学有限责任公司,江苏省,320116,2015,危险废物,745351403,,,,,
蓝星安迪苏南京有限公司,江苏省,320116,2015,危险废物,690419051,,,,,
扬子石油化工股份有限公司（康泰实业公司/水厂/塑料\n厂/烯烃厂）,江苏省,320116,2015,危险废物,797106047,,,,,
扬子石化-巴斯夫有限责任公司,江苏省,320116,2015,危险废物,710939573,,,,,
南京蓝星化工新材料有限公司,江苏省,320116,2015,危险废物,777033231,,,,,
南京扬子伊士曼化工有限公司,江苏省,320116,2015,危险废物,608972561,,,,,
南京化学工业有限公司,江苏省,320116,2015,危险废物,134751600,,,,,
西和县宏伟矿业有限公司,甘肃省,621225,2015,重金属,665408844,,,,,
西和县华辰商贸有限公司,甘肃省,621225,2015,重金属,77343314X,,,,,
西和县黄金管理局三洋坝金矿,甘肃省,621225,2015,重金属,98743679200,,,,,
西和县尖崖沟铅锌矿,甘肃省,621225,2015,重金属,225790015,,,,,
西和县尖崖沟铅锌矿,甘肃省,621225,2015,重金属,22579001502,,,,,
西和县恒安工矿贸易有限公司,甘肃省,621225,2015,重金属,225791317,,,,,
无锡市固废环保处置有限公司,江苏省,320211,2015,危险废物,779663392,,,,,
无锡金鹏水处理有限公司,江苏省,320206,2015,危险废物,792328847,,,,,
无锡中彩新材料股份有限公司,江苏省,320206,2015,危险废物,743934752,,,,,
无锡市前洲无缝钢管厂,江苏省,320206,2015,危险废物,724168378,,,,,
无锡苏嘉创奇冷轧带钢有限公司,江苏省,320206,2015,危险废物,750522588,,,,,
无锡市兴亚无缝钢管有限公司,江苏省,320206,2015,危险废物,703542578,,,,,
无锡银荣板业有限公司,江苏省,320206,2015,危险废物,782073668,,,,,
无锡市振达特种钢管制造有限公司,江苏省,320206,2015,危险废物,74393545600,,,,,
无锡长江薄板有限公司,江苏省,320206,2015,危险废物,62828669X,,,,,
无锡清碧水处理设备有限公司,江苏省,320206,2015,危险废物,74392393000,,,,,
统盟（无锡）电子有限公司,江苏省,320205,2015,危险废物,732490121,,,,,
健鼎（无锡）电子有限公司,江苏省,320205,2015,危险废物,72443105x,,,,,
高德(无锡）电子有限公司,江苏省,320205,2015,危险废物,748732826,,,,,
无锡市百乐薄板有限公司,江苏省,320204,2015,危险废物,750011438,,,,,
南京环务资源再生科技有限公司,江苏省,320124,2015,危险废物,738889483,,,,,
可利亚多元醇（南京）有限公司,江苏省,320116,2015,危险废物,773982050,,,,,
南京曙光精细化工有限公司（试生产）,江苏省,320116,2015,危险废物,567218406,,,,,
江苏澄扬作物科技有限公司（试生产）,江苏省,320116,2015,危险废物,660695477,,,,,
德纳（南京）化工有限公司,江苏省,320116,2015,危险废物,768192281,,,,,
南京白敬宇制药有限责任公司,江苏省,320116,2015,危险废物,13490905X,,,,,
江苏金桐表面活性剂有限公司,江苏省,320116,2015,危险废物,571554824,,,,,
巴斯夫特性化学品（南京）有限公司,江苏省,320116,2015,危险废物,797127497,,,,,
亚什兰化工（南京）有限公司,江苏省,320116,2015,危险废物,793747752,,,,,
江苏中旗作物保护股份有限公司,江苏省,320116,2015,危险废物,752701061,,,,,
陇南民福铜选有限责任公司,甘肃省,621227,2015,重金属,665406662,,,,,
徽县兴达矿业有限责任公司,甘肃省,621227,2015,重金属,720243326,,,,,
徽县新昌隆矿业有限公司,甘肃省,621227,2015,重金属,784034136,,,,,
徽县明昊矿业有限责任公司,甘肃省,621227,2015,重金属,756588035,,,,,
西和县浩儒氧化锌浮选厂,甘肃省,621225,2015,重金属,66542203X00,,,,,
陇南民福西和铅锌采选有限责任公司,甘肃省,621225,2015,重金属,22579090401,,,,,
甘肃陇星锑业有限责任公司,甘肃省,621225,2015,重金属,75093511201,,,,,
长庆油田分公司第八采油厂(定边-姬 15 试采区),陕西省,610825,2015,危险废物,52108208,,,,,
陕西延长石油（集团）有限责任公司榆林炼油厂,陕西省,610824,2015,危险废物,783639017,,,,,
延长油田公司靖边采油厂,陕西省,610824,2015,危险废物,748626505,,,,,
长庆油田分公司第三采油厂（靖边）,陕西省,610824,2015,危险废物,715048323,,,,,
长庆油田分公司第四采油厂,陕西省,610824,2015,危险废物,71502775X,,,,,
延长油田公司横山采油厂,陕西省,610823,2015,危险废物,719762321,,,,,
陕西北元化工集团有限公司,陕西省,610821,2015,危险废物,748622598,,,,,
长庆油田分公司第二采气厂榆林天然气处理厂,陕西省,610802,2015,危险废物,786966471,,,,,
壳牌中国勘探与生产有限公司(长北项目部),陕西省,610802,2015,危险废物,625911533,,,,,
汉中市危险废物集中处置中心,陕西省,610725,2015,危险废物,57354817X,,,,,
汉中锌业有限责任公司,陕西省,610725,2015,危险废物,719739041,,,,,
汉中锌业特种材料有限公司,陕西省,610721,2015,危险废物,755243764,,,,,
长庆油田分公司第一采油厂(黄陵),陕西省,610632,2015,危险废物,762593674,,,,,
陕西黄陵煤化工有限责任公司,陕西省,610632,2015,危险废物,694931810,,,,,
延安石油化工厂,陕西省,610629,2015,危险废物,68477839X,,,,,
陕西延长石油(集团)有限责任公司延安炼油厂,陕西省,610629,2015,危险废物,223505698,,,,,
